Question_User,Response_User,Similarity
11-06-adultsUser103,11-06-adultsUser105,0.8203414082527161
10-19-20sUser116,10-19-20sUser6,0.8203086853027344
11-09-40sUser30,11-09-40sUser18,0.8202334642410278
11-08-adultsUser92,11-08-adultsUser108,0.8201020956039429
10-19-30sUser17,10-19-30sUser43,0.8197696805000305
11-08-teensUser119,11-08-teensUser79,0.8193864822387695
11-09-teensUser111,11-09-teensUser140,0.8191598653793335
11-09-20sUser143,11-09-20sUser158,0.8188029527664185
11-08-teensUser154,11-08-teensUser71,0.8183883428573608
10-24-40sUser13,10-24-40sUser33,0.8180357217788696
11-08-adultsUser1,11-08-adultsUser35,0.8175973296165466
11-08-20sUser133,11-08-20sUser90,0.8165297508239746
10-26-teensUser58,10-26-teensUser157,0.815841794013977
10-19-40sUser52,10-19-40sUser49,0.815545916557312
11-09-20sUser34,11-09-20sUser147,0.8154433369636536
10-19-adultsUser23,10-19-adultsUser28,0.8150351047515869
11-08-teensUser119,11-08-teensUser146,0.8149470090866089
11-09-teensUser169,11-09-teensUser200,0.8145359754562378
11-08-teensUser115,11-08-teensUser125,0.8144469261169434
11-08-40sUser69,11-08-40sUser55,0.8141780495643616
10-19-40sUser25,10-19-40sUser52,0.8141353726387024
11-09-teensUser117,11-09-teensUser156,0.8139184713363647
11-09-teensUser120,11-09-teensUser34,0.8138833045959473
10-19-30sUser9,10-19-30sUser2,0.812970757484436
11-09-40sUser18,11-09-40sUser35,0.8127996325492859
11-06-adultsUser103,11-06-adultsUser51,0.8110933303833008
11-09-teensUser156,11-09-teensUser35,0.8104386329650879
11-08-20sUser91,11-08-20sUser110,0.8097500801086426
11-08-adultsUser92,11-08-adultsUser103,0.808821976184845
11-08-teensUser119,11-08-teensUser36,0.8087591528892517
10-26-teensUser58,10-26-teensUser157,0.808302640914917
10-26-teensUser58,10-26-teensUser156,0.8081382513046265
11-09-adultsUser54,11-09-adultsUser22,0.8078755140304565
10-19-adultsUser35,10-19-adultsUser23,0.8067474365234375
11-06-adultsUser37,11-06-adultsUser53,0.8064755201339722
10-19-adultsUser23,10-19-adultsUser1,0.8061657547950745
11-09-40sUser18,11-09-40sUser22,0.8057116270065308
11-08-adultsUser1,11-08-adultsUser120,0.8056881427764893
10-19-adultsUser23,10-19-adultsUser28,0.8046044111251831
11-09-teensUser117,11-09-teensUser93,0.8042234182357788
11-06-adultsUser45,11-06-adultsUser37,0.8037436008453369
11-09-20sUser143,11-09-20sUser164,0.8035694360733032
11-09-40sUser34,11-09-40sUser7,0.8033663034439087
11-08-adultsUser46,11-08-adultsUser39,0.8028044700622559
11-06-adultsUser105,11-06-adultsUser115,0.8012648820877075
11-09-40sUser48,11-09-40sUser7,0.8011119961738586
11-06-adultsUser103,11-06-adultsUser105,0.8010582327842712
11-08-adultsUser28,11-08-adultsUser50,0.800728440284729
11-08-teensUser154,11-08-teensUser36,0.800505518913269
10-19-adultsUser32,10-19-adultsUser50,0.8002529144287109
10-24-40sUser13,10-24-40sUser50,0.8002323508262634
11-09-teensUser98,11-09-teensUser34,0.8001871705055237
11-09-teensUser148,11-09-teensUser153,0.7997028827667236
11-09-20sUser143,11-09-20sUser1,0.7995368242263794
11-09-40sUser7,11-09-40sUser28,0.7986115217208862
11-09-40sUser18,11-09-40sUser34,0.7985581755638123
11-09-teensUser190,11-09-teensUser3,0.7982345223426819
10-19-adultsUser41,10-19-adultsUser42,0.7981972098350525
11-08-teensUser119,11-08-teensUser72,0.7978048920631409
10-19-adultsUser15,10-19-adultsUser51,0.7976338267326355
10-26-teensUser15,10-26-teensUser126,0.7964995503425598
10-19-adultsUser35,10-19-adultsUser32,0.7961264848709106
11-08-adultsUser56,11-08-adultsUser35,0.7954094409942627
11-09-teensUser35,11-09-teensUser181,0.7951550483703613
11-09-20sUser158,11-09-20sUser156,0.794880747795105
11-06-adultsUser88,11-06-adultsUser129,0.7947489023208618
11-09-teensUser148,11-09-teensUser156,0.7945705652236938
11-08-20sUser21,11-08-20sUser29,0.7944929599761963
11-08-20sUser91,11-08-20sUser121,0.7943713665008545
11-06-adultsUser69,11-06-adultsUser133,0.7936019897460938
11-08-teensUser119,11-08-teensUser23,0.7934768199920654
10-19-20sUser6,10-19-20sUser68,0.7933937907218933
10-19-20sUser73,10-19-20sUser116,0.7931044101715088
11-09-40sUser47,11-09-40sUser52,0.7930428385734558
11-09-40sUser7,11-09-40sUser34,0.7921289801597595
11-06-adultsUser53,11-06-adultsUser19,0.7913254499435425
11-06-adultsUser69,11-06-adultsUser134,0.7912749648094177
11-09-40sUser19,11-09-40sUser18,0.7912424802780151
11-09-40sUser34,11-09-40sUser7,0.7908170223236084
10-26-teensUser66,10-26-teensUser96,0.7903608679771423
11-09-teensUser148,11-09-teensUser35,0.790087878704071
10-19-20sUser6,10-19-20sUser68,0.7895486354827881
10-19-adultsUser45,10-19-adultsUser35,0.7892560958862305
11-08-20sUser133,11-08-20sUser70,0.7889944911003113
10-26-teensUser68,10-26-teensUser119,0.788377046585083
11-08-20sUser133,11-08-20sUser54,0.7881565093994141
10-24-40sUser13,10-24-40sUser16,0.7874597311019897
11-08-20sUser133,11-08-20sUser121,0.7871843576431274
11-06-adultsUser107,11-06-adultsUser104,0.7869168519973755
10-19-adultsUser37,10-19-adultsUser32,0.7868860960006714
11-08-teensUser119,11-08-teensUser154,0.7857397198677063
11-09-20sUser134,11-09-20sUser105,0.7855253219604492
11-09-teensUser148,11-09-teensUser27,0.7841246724128723
10-19-30sUser28,10-19-30sUser39,0.783098578453064
10-26-teensUser58,10-26-teensUser156,0.7830684185028076
11-06-adultsUser1,11-06-adultsUser53,0.7827803492546082
11-08-teensUser119,11-08-teensUser161,0.7826770544052124
11-08-teensUser119,11-08-teensUser3,0.7825820446014404
11-06-adultsUser107,11-06-adultsUser37,0.7824474573135376
11-09-40sUser7,11-09-40sUser30,0.7824223041534424
11-08-teensUser130,11-08-teensUser27,0.7820979356765747
10-19-adultsUser34,10-19-adultsUser47,0.7817886471748352
11-06-adultsUser45,11-06-adultsUser59,0.7816978693008423
11-08-adultsUser28,11-08-adultsUser65,0.7813940644264221
11-08-teensUser119,11-08-teensUser101,0.7812062501907349
11-09-adultsUser0,11-09-adultsUser29,0.780746579170227
11-08-adultsUser8,11-08-adultsUser83,0.7805913686752319
11-09-40sUser7,11-09-40sUser19,0.780555784702301
11-08-adultsUser92,11-08-adultsUser109,0.7800261378288269
10-19-adultsUser15,10-19-adultsUser19,0.7797958254814148
11-06-adultsUser49,11-06-adultsUser90,0.7795875668525696
11-08-teensUser154,11-08-teensUser146,0.7783912420272827
10-26-teensUser15,10-26-teensUser143,0.7769647836685181
10-19-adultsUser59,10-19-adultsUser47,0.7767605185508728
11-09-teensUser120,11-09-teensUser127,0.7765915989875793
10-19-30sUser9,10-19-30sUser18,0.7751436233520508
11-06-adultsUser45,11-06-adultsUser97,0.7741224765777588
11-08-40sUser30,11-08-40sUser24,0.7739918828010559
10-19-40sUser20,10-19-40sUser50,0.7739300727844238
11-09-40sUser48,11-09-40sUser49,0.7737412452697754
11-06-adultsUser1,11-06-adultsUser82,0.7736386060714722
11-09-teensUser111,11-09-teensUser61,0.7732929587364197
11-08-teensUser154,11-08-teensUser119,0.7731752991676331
11-09-20sUser143,11-09-20sUser34,0.7728244662284851
10-19-40sUser25,10-19-40sUser11,0.7727810144424438
11-06-adultsUser103,11-06-adultsUser107,0.7727465629577637
10-24-40sUser16,10-24-40sUser6,0.7726871967315674
11-09-20sUser158,11-09-20sUser94,0.7722688317298889
11-08-adultsUser102,11-08-adultsUser56,0.7720269560813904
10-19-adultsUser23,10-19-adultsUser47,0.7719730138778687
10-24-40sUser16,10-24-40sUser20,0.7718144655227661
11-09-40sUser18,11-09-40sUser15,0.7716180682182312
10-19-30sUser2,10-19-30sUser17,0.7716028690338135
11-08-teensUser43,11-08-teensUser115,0.7713754177093506
10-19-30sUser17,10-19-30sUser11,0.7713327407836914
11-08-teensUser128,11-08-teensUser125,0.7710366249084473
11-08-40sUser66,11-08-40sUser61,0.7706893682479858
10-19-adultsUser34,10-19-adultsUser16,0.7704651355743408
11-08-20sUser91,11-08-20sUser54,0.7702499628067017
11-08-40sUser66,11-08-40sUser48,0.7702466249465942
10-19-adultsUser35,10-19-adultsUser16,0.7698720097541809
11-09-20sUser158,11-09-20sUser156,0.7693918943405151
11-08-teensUser56,11-08-teensUser133,0.7689148187637329
10-19-30sUser17,10-19-30sUser37,0.768851637840271
11-09-adultsUser72,11-09-adultsUser98,0.7679749727249146
11-06-adultsUser107,11-06-adultsUser19,0.7676268815994263
11-06-adultsUser107,11-06-adultsUser19,0.7676268815994263
11-09-adultsUser22,11-09-adultsUser68,0.767257571220398
11-08-40sUser30,11-08-40sUser35,0.7672209143638611
11-06-adultsUser105,11-06-adultsUser19,0.7670294046401978
11-06-adultsUser105,11-06-adultsUser103,0.7669776678085327
11-09-40sUser18,11-09-40sUser27,0.7663605213165283
11-08-teensUser154,11-08-teensUser164,0.7661908864974976
11-08-teensUser119,11-08-teensUser115,0.7657886743545532
11-08-adultsUser56,11-08-adultsUser4,0.7657161951065063
11-08-20sUser21,11-08-20sUser20,0.7652607560157776
10-19-30sUser17,10-19-30sUser43,0.7651109099388123
10-19-adultsUser50,10-19-adultsUser32,0.7643229961395264
11-09-teensUser122,11-09-teensUser3,0.7642833590507507
11-06-adultsUser60,11-06-adultsUser69,0.7640581130981445
11-09-teensUser117,11-09-teensUser161,0.7639936208724976
10-26-teensUser85,10-26-teensUser67,0.763893723487854
11-09-40sUser34,11-09-40sUser7,0.7637807130813599
10-19-adultsUser35,10-19-adultsUser32,0.7632725238800049
11-09-20sUser158,11-09-20sUser160,0.7629340887069702
11-08-teensUser118,11-08-teensUser137,0.7626488208770752
11-09-teensUser117,11-09-teensUser154,0.7625316381454468
11-06-adultsUser95,11-06-adultsUser25,0.7624739408493042
11-06-adultsUser19,11-06-adultsUser105,0.7616860270500183
11-08-teensUser111,11-08-teensUser118,0.7615798115730286
11-06-adultsUser49,11-06-adultsUser91,0.7614167928695679
11-09-teensUser120,11-09-teensUser78,0.7613498568534851
11-08-40sUser7,11-08-40sUser29,0.7612290978431702
11-09-40sUser18,11-09-40sUser30,0.76121985912323
10-19-20sUser116,10-19-20sUser150,0.7610434889793396
10-19-adultsUser16,10-19-adultsUser1,0.7610310912132263
10-19-40sUser11,10-19-40sUser20,0.7604107856750488
11-06-adultsUser88,11-06-adultsUser87,0.7597499489784241
10-19-adultsUser32,10-19-adultsUser28,0.7594733834266663
11-06-adultsUser88,11-06-adultsUser110,0.7593264579772949
11-09-adultsUser72,11-09-adultsUser102,0.7592225670814514
11-09-20sUser103,11-09-20sUser69,0.7591065168380737
10-19-adultsUser19,10-19-adultsUser39,0.7588367462158203
11-08-teensUser137,11-08-teensUser132,0.7587660551071167
11-09-adultsUser72,11-09-adultsUser98,0.7587392330169678
11-06-adultsUser45,11-06-adultsUser19,0.7586815357208252
10-19-20sUser116,10-19-20sUser149,0.7584792375564575
11-08-20sUser21,11-08-20sUser110,0.7583222389221191
11-06-adultsUser88,11-06-adultsUser129,0.7579872608184814
10-19-adultsUser36,10-19-adultsUser32,0.7575815916061401
11-09-40sUser22,11-09-40sUser18,0.7575634717941284
11-06-adultsUser17,11-06-adultsUser125,0.757448673248291
11-08-teensUser25,11-08-teensUser134,0.7573004961013794
11-08-40sUser33,11-08-40sUser36,0.7572963237762451
11-08-teensUser131,11-08-teensUser119,0.757077157497406
11-06-adultsUser103,11-06-adultsUser105,0.7570163011550903
10-19-adultsUser51,10-19-adultsUser15,0.7567875385284424
10-19-adultsUser41,10-19-adultsUser39,0.7567492723464966
11-08-teensUser58,11-08-teensUser154,0.7567377090454102
11-09-adultsUser73,11-09-adultsUser24,0.7565411329269409
11-08-teensUser166,11-08-teensUser114,0.7564982771873474
11-08-adultsUser28,11-08-adultsUser90,0.756496250629425
11-08-40sUser66,11-08-40sUser34,0.756032407283783
11-09-20sUser34,11-09-20sUser159,0.7558937668800354
11-06-adultsUser95,11-06-adultsUser37,0.7554144859313965
10-19-adultsUser39,10-19-adultsUser41,0.7551183700561523
11-09-40sUser28,11-09-40sUser49,0.75453782081604
11-06-adultsUser103,11-06-adultsUser51,0.7545186281204224
11-09-teensUser120,11-09-teensUser122,0.754301130771637
11-08-20sUser13,11-08-20sUser18,0.7542365193367004
11-09-20sUser134,11-09-20sUser89,0.7538937330245972
11-08-teensUser154,11-08-teensUser160,0.7537182569503784
11-08-20sUser21,11-08-20sUser128,0.7532570362091064
11-09-adultsUser11,11-09-adultsUser4,0.7532494068145752
11-09-20sUser143,11-09-20sUser114,0.7529352307319641
11-08-40sUser32,11-08-40sUser33,0.7525548934936523
11-06-adultsUser60,11-06-adultsUser99,0.7524110674858093
11-08-adultsUser3,11-08-adultsUser83,0.7523043155670166
11-08-40sUser66,11-08-40sUser7,0.7522120475769043
11-06-adultsUser105,11-06-adultsUser26,0.7521630525588989
10-19-20sUser121,10-19-20sUser49,0.7521323561668396
10-24-40sUser13,10-24-40sUser16,0.7519161105155945
11-08-40sUser20,11-08-40sUser48,0.7513000965118408
11-09-teensUser120,11-09-teensUser121,0.7506388425827026
10-19-adultsUser23,10-19-adultsUser1,0.7505545020103455
11-08-adultsUser56,11-08-adultsUser35,0.7505465745925903
11-09-20sUser34,11-09-20sUser159,0.7503280639648438
11-09-teensUser197,11-09-teensUser198,0.7502285242080688
11-09-teensUser98,11-09-teensUser197,0.7492234706878662
11-09-40sUser18,11-09-40sUser44,0.7491899728775024
11-06-adultsUser60,11-06-adultsUser37,0.7490972280502319
11-09-adultsUser0,11-09-adultsUser22,0.7487846612930298
11-08-teensUser119,11-08-teensUser43,0.7486506104469299
11-08-adultsUser8,11-08-adultsUser56,0.747622013092041
11-09-20sUser158,11-09-20sUser41,0.747039794921875
11-09-40sUser28,11-09-40sUser7,0.7467566132545471
10-24-40sUser21,10-24-40sUser33,0.7466592788696289
10-26-teensUser85,10-26-teensUser66,0.7463527321815491
10-19-40sUser25,10-19-40sUser54,0.7461313009262085
11-09-20sUser101,11-09-20sUser114,0.7460653781890869
11-08-teensUser154,11-08-teensUser162,0.746057391166687
11-08-20sUser91,11-08-20sUser21,0.7460508346557617
10-19-adultsUser16,10-19-adultsUser39,0.7458634376525879
11-06-adultsUser88,11-06-adultsUser92,0.7456814646720886
11-06-adultsUser130,11-06-adultsUser103,0.7456243634223938
11-09-adultsUser44,11-09-adultsUser73,0.7453448176383972
11-09-adultsUser11,11-09-adultsUser22,0.7452507019042969
10-19-30sUser17,10-19-30sUser42,0.7446771860122681
11-06-adultsUser60,11-06-adultsUser53,0.744645893573761
11-06-adultsUser95,11-06-adultsUser135,0.7444191575050354
11-09-teensUser117,11-09-teensUser156,0.7442340850830078
11-09-20sUser143,11-09-20sUser68,0.7440428733825684
11-08-teensUser131,11-08-teensUser111,0.7439542412757874
11-06-adultsUser88,11-06-adultsUser121,0.7439274787902832
11-06-adultsUser37,11-06-adultsUser19,0.7435654401779175
10-19-adultsUser59,10-19-adultsUser32,0.7428790330886841
11-08-teensUser119,11-08-teensUser111,0.7424712181091309
11-08-teensUser58,11-08-teensUser138,0.7420129179954529
10-19-20sUser121,10-19-20sUser139,0.7418890595436096
11-09-adultsUser73,11-09-adultsUser93,0.741793155670166
11-06-adultsUser88,11-06-adultsUser105,0.7417216300964355
10-19-adultsUser32,10-19-adultsUser35,0.7414546608924866
10-19-40sUser25,10-19-40sUser49,0.7410426735877991
11-06-adultsUser88,11-06-adultsUser94,0.7408096194267273
10-19-30sUser27,10-19-30sUser9,0.7406227588653564
11-08-teensUser154,11-08-teensUser161,0.7403948307037354
11-08-20sUser18,11-08-20sUser121,0.740352988243103
10-19-30sUser28,10-19-30sUser32,0.7403030395507812
10-19-adultsUser1,10-19-adultsUser23,0.7400790452957153
10-19-20sUser102,10-19-20sUser115,0.7397110462188721
11-09-20sUser101,11-09-20sUser126,0.7397013902664185
11-09-20sUser143,11-09-20sUser156,0.7396180629730225
10-19-20sUser20,10-19-20sUser115,0.739441990852356
10-24-40sUser50,10-24-40sUser19,0.739441454410553
11-06-adultsUser5,11-06-adultsUser53,0.7392977476119995
10-26-teensUser58,10-26-teensUser156,0.7391644716262817
10-19-adultsUser15,10-19-adultsUser23,0.7376556396484375
11-06-adultsUser17,11-06-adultsUser107,0.7376368045806885
11-09-teensUser98,11-09-teensUser3,0.7375951409339905
11-09-20sUser126,11-09-20sUser132,0.7372781038284302
11-08-20sUser70,11-08-20sUser110,0.7372331619262695
11-09-20sUser143,11-09-20sUser126,0.7369269728660583
11-09-40sUser18,11-09-40sUser28,0.7368800640106201
11-08-teensUser135,11-08-teensUser154,0.7358167171478271
11-08-40sUser33,11-08-40sUser24,0.7357107400894165
11-09-adultsUser73,11-09-adultsUser89,0.7356470823287964
11-06-adultsUser103,11-06-adultsUser85,0.7354172468185425
11-06-adultsUser95,11-06-adultsUser37,0.7354046106338501
11-09-teensUser57,11-09-teensUser138,0.7353008985519409
11-08-teensUser135,11-08-teensUser160,0.7352453470230103
10-19-adultsUser59,10-19-adultsUser32,0.7350916862487793
10-19-20sUser83,10-19-20sUser6,0.7350368499755859
11-09-20sUser143,11-09-20sUser114,0.7347562313079834
11-06-adultsUser60,11-06-adultsUser82,0.7345316410064697
10-19-adultsUser32,10-19-adultsUser51,0.7340252995491028
10-19-adultsUser23,10-19-adultsUser28,0.733838677406311
11-06-adultsUser17,11-06-adultsUser98,0.7338231801986694
11-06-adultsUser103,11-06-adultsUser131,0.7338215708732605
11-06-adultsUser105,11-06-adultsUser103,0.7338013052940369
11-09-teensUser120,11-09-teensUser115,0.7336198091506958
11-06-adultsUser130,11-06-adultsUser131,0.7333330512046814
10-19-adultsUser51,10-19-adultsUser53,0.7333296537399292
11-08-40sUser30,11-08-40sUser40,0.7332648634910583
11-09-40sUser7,11-09-40sUser30,0.7332327961921692
11-08-20sUser110,11-08-20sUser65,0.7330867052078247
11-08-40sUser7,11-08-40sUser33,0.7329949140548706
11-06-adultsUser5,11-06-adultsUser25,0.732820987701416
