doc_id,argument,score
139,interesting,0.999703586101532
140,b5,0.8874126672744751
143,will do sullivan jacob sunday september 16 2012 re meet the press transcript us ambassador to the united nations susan rice,0.8405723571777344
145,,0.8342747092247009
147,the uaes needs and passes the scrutiny of the us interagency process my traveling companions bill roebuck neamag director and ben fishman from the nss start their return trip today will go on to cairo doha and abu dhabi where inter alia will have more libya discussions including seeing jibril again in doha with nilesat continuing to broadcast qadhafis propaganda the libyan anger over egypts role approaches if not exceeds annoyance with qataar we are also checking on how to get from cairo back here should need to join chris here in the coming days chris and his tiny staff are doing heroic job in representing our interests here am especially appreciative to ds for all the work done to support my trip also want to highlight the work that pat kennedys family and neaex did in establiishing living and working quarters for chris and his team thanks to lot of creativity and hard work the us department of state case no f201504841 doc no c05739732 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045091 us department of state case no f201504841 doc no c05739732 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver environment for american staff here is significantly improved over what saw two months ago when we were located in the downtown tibesty hotel jeff us department of state case no f201504841 doc no c05739732 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver state5cb0045092,0.9864689111709595
149,october 16 2012 for hillary,0.9899693131446838
153,im heading back from meetings on women peace and security at nato the chief implementer of wps at dod also traveled with me it was extremely productive sg rasmussen chaired meeting on 1325 today of all the nato member and partner ambassadors incl daicier the new nato special rep for 1325 the position sponsored by norway and approved at the chicago summit gave her inaugural address and my dod colleague and discussed the us efforts both generally and in afghanistan we were followed by extensive remarks from the nato ambassadors all of whom touched on the importance of womens role in security and natos mission as well as applauded us leadership many mentioned you in their interventions the ambs from serbia azerbaijan and georgia pointed to their own national action plans their existence was surprise to us as well as the new structures they have put in place to implement them the ambassador from azerbaijan even said that he is hopeful women will contribute to ending their regional conflict will tell morningstar the new special rep seasoned diplomat who knows her way around nato wanted me to ten you how much you have inspired her something hear everywhere im confident our nato visit also served to reinforce the importance of the nap and the us role with our own people both at nato and dod was sorry to miss the discussion with assk but there are more events with her tomw we are working hard on getting the engagement of burmese women into the formal peace structures being put in place to end the ethnic conflicts also met with vivian redding at the eu who despite her efforts is unlikely to get quota for women on public boards of directors adopted she too expressed her admiration of you and your leadership in addition to everything thats been said about chris stevens he really understood the important role the women in libya were playing in peace and security whenever met with libyan women at meetings in the region they went out of their way to tell me how much he supported them and how much affection they had for him such an awful loss youve been magnificent throughout all this despite how wrenching its been us department of state case no f201504841 doc no c05739739 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045409,0.9981139898300171
157,fyi b6,0.844292402267456
159,pis print wednesday september 19 2012 fw fwd andrew sullivan with the hillary love,0.9012506008148193
160,already working on it with eric jeremy and nss,0.8488466143608093
168,mills cheryl thursday october 18 2012 fw b7a b7c remind me to discuss,0.6328566074371338
174,have not seen will see if we can get,0.6451791524887085
177,october 25 2012 for hillary,0.9922136664390564
179,fyi and send around as you choose,0.5561359524726868
180,roger will do,0.9992722868919373
185,militia mcclatchy,0.8257176876068115
186,just starting had to have little come to with some of our colleagues but folks now on board fir is up there with them,0.9327699542045593
191,mills cheryl wednesday november 14 2012 sullivan jacob reines philippe verma richard fw homelandsecurity intelligence dear colleague cosign letter opposing ambassador susan rice for secretary of state,0.5363039374351501
192,fyi,0.7242755889892578
195,pis print sunday september 23 2012 1036 pm fw thanks,0.9199289679527283
196,pis print sunday september 23 2012 fw thanks,0.908972978591919
201,thursday january 5 2012 b6 re latest intel libyan conflicts leaders militias sid thanks as always and happy new year _,0.9949740171432495
205,happy new year talk when you get chance_,0.9995118379592896
206,got it,0.9978455305099487
207,annemarie slaughter b6 thursday november 15 2012 cheryl mills jacob sullivan abedin huma an oped you should read praises state for what stevens did right had lunch admiral mullen who is teaching here this year in his view sarah gets it exactly right latimescom oped the world after petraeus obama should seize this chance to adjust his foreign policy by sarah chayes november 15 2012 the scandal enveloping members of americas adulated top brass is the deepest crisis to hit the military in decades it is crisis president obama did not need shaming the country and increasing his burden during major transition on his national security team and yet crisis can be great corrective obama should use this one to reverse one of the most dysfunctional elements of us foreign policy over the last decade an infatuation with military solutions to problems that are fundamentally political the resignation of former central intelligence agency director david petraeus after an extramarital affair came to light together with expected highlevel personnel changes at the state department and other agencies creates singular opportunity to embark on the complex process of rebalancing us foreign policy in favor of nonmilitary approaches when he first came to office obama seemed suspicious of petraeus who made his reputation under president george bush as the general who transformed the militarys approach to the iraq war the suspicion was reflected in the fraught national security council debate over afghanistan strategy in 2009 yet since then obama like so many others seems to have been seduced by petraeus not by the man but by what the man could offer him petraeuss unique political genius over the last decade has been to provide each of two contrasting presidents military solution to his key national security problems that was tailored to his character for bush obsessed with iraq and with leaving mark on the middle east petraeus helped design grandiose troopheavy approach with the change of administrations petraeus soon saw that obama and his team were different concerned about the costs of the inherited wars and about the risks of runaway military so while petraeus continued to pay lipservice to counterinsurgency doctrine he veered away from it in practice his focus as commander of us department of state case no f201504841 doc no c05739802 state dept produced to house select benghazi comm date subject to agreement on sensitive information redactions no foia waiver statescb0045779 us department of state case no f201504841 doc no c05739802 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver the troops in afghanistan and even more so at the cia was on type of warfare better suited to this president targeted technologically advanced secretive killing over which the president could exert control but such an approach though cheaper in resources and american lives is still flawed it is still military answer to problems that are deeply political in nature and rooted in complex mix of history regional and cultural particularism and the effects of protracted abuse of power by elites by,0.9073945879936218
208,will do,0.9995079040527344
211,fyi,0.7242755889892578
213,fyi latest sullivan jacob monday january 9 2012 fw hrc friend,0.9610618352890015
215,free nation he spent every day since helping to finish the work that he started chris was committed to advancing americas values and interests even when that meant putting himself in danger sean smith was husband and father of two who joined the department ten years ago like us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045475 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver chris sean was one of our best prior to arriving in benghazi he served in baghdad pretoria montreal and most recently the hague all the americans we lost in yesterdays attacks made the ultimate sacrifice we condemn this vicious and violent attack that took their lives which they had committed to helping the libyan people reach for better future americas diplomats and development experts stand on the front lines every day for our country we are honored by the service of each and every one of them remarks on the deaths of american personnel in benghazi libya september 12 2012 yesterday our us diplomatic post in benghazi libya was attacked heavily armed militants assaulted the compound and set fire to our buildings american and libyan security personnel battled the attackers together four americans were killed they included sean smith foreign service information management officer and our ambassador to libya chris stevens we are still making next of kin notifications for the other two individuals this is an attack that should shock the conscience of people of all faiths around the world we condemn in the strongest terms this senseless act of violence and we send our prayers to the families friends and colleagues of those weve lost all over the world every day americas diplomats and development experts risk their lives in the service of our country and our values because they believe that the united states must be force for peace and progress in the world that these aspirations are worth striving and sacrificing for alongside our men and women in uniform they represent the best traditions of bold and generous nation in the lobby of this building the state department the names of those who have fallen in the line of duty are inscribed in marble our hearts break over each one and now because of this tragedy we have new heroes to honor and more friends to mourn chris stevens fell in love with the middle east as young peace corps volunteer teaching english in morocco he joined the foreign service learned languages won friends for america in distant places and made other peoples hopes his own in the early days of the libyan revolution asked chris to be our envoy to the rebel opposition he arrived on cargo ship in the port of benghazi and began building our relationships with libyas revolutionaries he risked his life to stop tyrant then gave,0.9958378076553345
215,his life trying to help build better libya the world needs more chris stevenses spoke with his sister ann this morning and told her that he will be remembered as hero by many nations us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045476 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver sean smith was an air force veteran he spent 10 years as an information management officer in the state department he was posted at the hague and was in libya on brief temporary assignment he was husband to his wife heather with whom spoke this morning he was father to two young children samantha and nathan they will grow up being proud of the service their father gave to our country service that took him from pretoria to baghdad and finally to benghazi the mission that drew chris and sean and their colleagues to libya is both noble and necessary and we and the people of libya honor their memory by carrying it forward this is not easy today many americans are asking indeed asked myself how could this happen how could this happen in country we helped liberate in city we helped save from destruction this question reflects just how complicated and at times how confounding the world can be but we must be cleareyed even in our grief this was an attack by small and savage group not the people or government of libya everywhere chris and his team went in libya in country scarred by war and tyranny they were hailed as friends and partners and when the attack came yesterday libyans stood and fought to defend our post some were wounded libyans carried chris body to the hospital and they helped rescue and lead other americans to safety and last night when spoke with the president of libya he strongly condemned the violence and pledged every effort to protect our people and pursue those responsible the friendship between our countries borne out of shared struggle will not be another casualty of this attack free and stable libya is still in americas interest and security and we will not turn our back on that nor will we rest until those responsible for these attacks are found and brought to justice we are working closely with the libyan authorities to move swiftly and surely we are also working with partners around the world to safeguard other american embassies consulates and citizens there will be more time later to reflect but today we have work to do there is no higher priority than protecting our men and women wherever they serve we are working to determine the precise motivations and methods of those who carried out this assault some have sought to justify this vicious behavior along with the protest that took place at our embassy in cairo,0.9915536046028137
215,yesterday as response to inflammatory material posted on the intemet americas commitment to religious tolerance goes back to the very beginning of our nation but let me be clear there is no justification for this none violence like this is no way to honor religion or faith and as long as there are those who would take innocent life in the name of god the world will never know true and lasting peace it is especially difficult that this happened on september th its an anniversary that means great deal to all americans every year on that day we are reminded that our work is not yet finished that the job of putting an end to violent extremism and building safe and stable world continues but september 11th means even more than that it is day on which we remember us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045477 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver thousands of american heroes the bonds that connect all americans wherever we are on this earth and the values that see us through every storm and now it is day on which we will remember sean chris and their colleagues may god bless them and may god bless the thousands of americans working in every corner of the world who make this country the greatest force for peace prosperity and progress and force that has always stood for human dignity the greatest force the world has ever known and may god continue to bless the united states of america thank you statement on the deaths of tyrone woods and glen doherty in benghazi libya september 13 2012 the attack on our diplomatic post in benghazi libya on tuesday claimed the lives of four americans yesterday spoke about two ambassador chris stevens and information management officer sean smith today we also recognize the two security personnel who died helping protect their colleagues tyrone woods and glen doherty were both decorated military veterans who served our country with honor and distinction our thoughts prayers and deepest gratitude are with their families and friends our embassies could not carry on our critical work around the world without the service and sacrifice of brave people like tyrone and glen tyrones friends and colleagues called him rone and they relied on his courage and skill honed over two decades as navy seal in uniform he served multiple tours in iraq and afghanistan since 2010 he protected american diplomatic personnel in dangerous posts from central america to the middle east he had the hands of healer as well as the arm of warrior earning distinction as registered nurse and certified paramedic all our hearts go out to tyrones wife dorothy and his three sons tyrone jr hunter and kai who was born just few months ago we also grieve,0.9921733140945435
215,for glen doherty called bub and his family his father bernard his mother barbara his brother gregory and his sister kathleen glen was also former navy seal and an experienced paramedic and he put his life on the line many times protecting americans in iraq afghanistan and other hotspots in the end he died the way he lived with selfless honor and unstinting valor we condemn the attack that took the lives of these heroes in the strongest terms and we are taking additional steps to safeguard american embassies consulates and citizens around the world this violence should shock the conscience of people of all faiths and traditions we appreciate the statements of support that have poured in from across the region and beyond us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045478 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver people of conscience and goodwill everywhere must stand together in these difficult days against violence hate and division am enormously proud of the men and women who risk their lives every day in the service of our country and our values they help make the united states the greatest force for peace progress and human dignity that the world has ever known we honor the memory of our fallen colleagues by continuing their work and carrying on the best traditions of bold and generous nation remarks at the opening plenary of the usmorocco strategic dialogue september 13 2012 secretary clinton good morning well let me welcome our friends and colleagues from morocco here to the benjamin franklin room on the eighth floor of the state department for this very important first session of the usmorocco strategic dialogue before begin to address the significance of this strategic dialogue and the next step in our long relations with morocco want to say few words about the events unfolding in the world today we are closely watching what is happening in yemen and elsewhere and we certainly hope and expect that there will be steps taken to avoid violence and prevent the escalation of protests into violence also want to take moment to address the video circulating on the internet that has led to these protests in number of countries let me state very clearly and hope it is obvious that the united states government had absolutely nothing to do with this video we absolutely reject its content and message americas commitment to religious tolerance goes back to the very beginning of our nation and as you know we are home to people of all religions many of whom came to this country seeking the right to exercise their own religion including of course millions of muslims and we have the greatest respect for people of faith to us to me personally this video is disgusting and reprehensible it appears to have,0.9880346655845642
215,him on decadeslong career of service so in the memory of fallen friends and colleagues let us remind ourselves of the many ways in which riot just our governments but the people of our two nations have worked together to build better future in many ways the united states looks to morocco to be leader and model his majesty king mohammed deserves great credit for the work youve undertaken in fact after my visit to rabat earlier this year told my team we need to start strategic dialogue with morocco no country has been friend of the united states longer than morocco you were the first nation to recognize us back in 1777 but were not satisfied with simply having friendship that is longstanding we want one that is dynamic growing looking toward the future so let me highlight few of the areas we should focus on today on political reform we have all seen remarkable changes taking place across north africa and the middle east commend morocco and your government for your efforts to stay ahead of these changes by holding free and fair elections empowering the elected parliament taking other steps to ensure that the government reflects the will of the people today our political working group will discuss how the united states can continue to support your efforts to translate commitments into actions because as we all know democracy real reform require that people themselves feel the changes in their evetyday lives the courts reformed the government more us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045480 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver open and transparent universal human rights of all moroccans men and women alike respected im especially pleased by moroccos commitments to take on the deeply troubling problem of child marriage we know that child brides are less likely to get an education more likely to face lifethreatening problems particularly around child birth and delivery which not only shortchanges them but can even rob them and their communities of their lives and talents so we want to encourage the government and civil society to continue their important work together on this issue with regard to the western sahara the united states continues to support efforts to find peaceful sustainable mutually agreedupon solution us policy toward the western sahara has remained consistent for many years we have made clear that moroccos autonomy plan is serious realistic and credible and that it represents potential approach that could satisfy the aspirations of the people in the western sahara to run their own affairs in peace and dignity we continue to support the negotiations carried out by the united nations and hope parties can work toward resolution with respect to the economy our second working group will focus on what more can be done to deliver tangible,0.992693305015564
215,economic benefits moroccos economy is relatively healthy but you face the same problem that is now endemic across the world unemployment is still too high especially among young people thats why the united states is providing 15 million to support an effort to attract foreign investors foster local economic development and combat corruption across the region and im pleased to announce that later this year we will hold morocco business development conference here in washington to connect businesses from both countries today we should discuss ways to build on all of these efforts by increasing bilateral trade particular goal of mine since so much trade from morocco goes to europe id like to increase the amount of trade coming to the united states and also to improve economic integration across north africa which could greatly benefit morocco because of moroccos stability and moroccos very strong economic foundation the greater integration there is the greater the benefits for moroccans third the attack in benghazi this week reminds us that security remains vital issue through our work together on the global counterterrorism task force the united states and morocco already share crucial information and best practices and thank morocco for hosting global counterterrorism task force workshop on threats in the south atlantic next month us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045481 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver we are also collaborating through usaid the peace corps and other agencies to help provide moroccan youth with alternatives to criminal and extremist organizations and so we are partnering to help strengthen moroccos criminal justice system and law enforcement there will be lot to discuss in the meeting today and let me add the united states greatly appreciates the constructive role morocco is playing on the un security council especially your support for the effort to end the violence and bloodshed in syria and help to usher in new democratic future for that country commend morocco for offering to host the next ministerial meeting of the friends of the syrian people and we look forward to continuing to work closely together as close partners even after your term on the security council has ended finally our education and cultural ties are reason for much celebration this year marks the 30th anniversary of our official program to facilitate academic exchanges and other bonds between us there are more than 5000 moroccan alumni of these programs two are with us today dr benjelloun and dr ouaouicha and we thank them but among all our work on this front from preserving moroccos historic sites to empowering youth theres one area particularly hope we can focus on today and receive your advice and counsel namely interfaith dialogue in these tense and turbulent times its more important than ever for people of different faiths to exchange,0.996935248374939
215,ideas to build understanding to promote religious tolerance its one of the great challenges of the 21st century and its one that we must address together so we have lot of work to do minister but our friendship runs long and deep and as the treaty our nations signed in 1786 says and quote trusting in god it will remain permanent im confident that we will continue to solve problems and produce results that make our nations stronger more peaceful more secure more prosperous and also contribute to doing the same for the world so again let me welcome you minister its been great pleasure for me to get to know you to work with you to be your colleague bilaterally regionally and globally and also welcome your distinguished delegation thank you applause remarks at reception ntlarking eid ulfitr september 13 2012 secretary clinton good evening and although am many weeks overdue in saying it eid mubarak no matter how belated we are honoring eid and the end of ramadan this is cherished tradition here at the state department and would like to thank all of you for being here including the many members of the diplomatic corps us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045482 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver tonight our gathering is more somber than any of us would like this comes during sad and difficult days for the state department family we lost four americans they were good and brave men they were committed to the cause of building brighter future for the people of libya and we condemn the violence in the strongest terms the violence against our posts in benghazi in egypt and now in yemen the libyan ambassador is with us tonight and want to take moment to thank him for the support that his government and the libyan people have shown to the united states in this tragedy particularly the outpouring of feelings of grief and loss because of the killing of our ambassador ambassador aujali would you mind saying few words ambassador amu redacted secretary clinton thank you very much ambassador know that that was very personal loss for you as it was for me im the one who sent chris to benghazi during the revolution to show support and be able to advise our government about what we could do to bring freedom and democracy and opportunity to the people of libya religious freedom and religious tolerance are essential to the stability of any nation any people hatred and violence in the name of religion only poison the well all people of faith and good will know that the actions of small and savage group in benghazi do not honor religion or god in any way nor do they speak for the more than one billion,0.9954623579978943
215,we seek and which believe the great religions of the world call us to pursue but thats not what believe and dont think its what you believe either here tonight part of what makes our country so special is we keep trying we keep working we keep investing in our future we keep supporting the next generation believing that young people can keep us moving forward in positive direction so tonight think its important that we talk not just about that better tomorrow that we all seek but also about some of the things the real practical tangible things that young people are doing to help shape that better future two years ago in this room at our eid reception we launched program called generation change to lead grassroots agenda of positive engagement with muslim communities and asked the young muslim leaders in the audience that night to be our unofficial ambassadors to help build personal connections seek out partners in other countries and can report to you tonight they did not disappoint in few minutes youre going to meet some of these young leaders each with powerful story to tell the generation change network that started in this room now circles the globe we are building an international alliance of young people who want to drive change in their own communities they act as mentors spark respectful debates simply offer words of encouragement when needed but most importantly they inspire others to keep expanding the circle of mutual understanding and respect one person at time us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045484 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver even as we work to spread tolerance more broadly we also are working to deepen our appreciation for the experiences of others our 2012 hours against hate initiative encourages young people to put themselves in another persons shoes through service projects so far young people from all over the world have pledged thousands of volunteer hours to help people from different background to see them as fellow human being not stereotype not caricature but another real live person people who dont look like you live like you pray like you but with whom we will share this planet and therefore we have work to do people of faith and conscience are called to be the leaders of tolerance in my tradition like all traditions we are expected to love one another and together we have to translate that into better understanding and cooperation im particularly pleased that the young people you will hear from tonight are really setting an example not only for young people elsewhere in the world but frankly for us who are older as well let me now call to the stage someone who has been tremendous assistance to me in these efforts farah,0.9966263771057129
215,pandith is the departments first special representative to muslim communities and from the beginning she has made reaching out to young people and civil society her top priority farah will introduce you to three young leaders who am very proud of remarks at the transfer of remains ceremony to honor those lost in attacks in benghazi libya september 14 2012 secretary clinton thank you very much chaplain mr president mr vice president secretary panetta ambassador rice secretary powell and mrs powell family members of the four patriots and heroes we bring home members of the state department family ladies and gentlemen today we bring home four americans who gave their lives for our country and our values to the families of our fallen colleagues offer our most heartfelt condolences and deepest gratitude sean smith joined the state department after six years in the air force he was respected as an expert on technology by colleagues in pretoria baghdad montreal and the hague he enrolled in correspondence courses at penn state and had high hopes for the future sean leaves behind loving wife heather two young children samantha and nathan and scores of grieving family friends and colleagues and thats just in this world because online in the virtual worlds that sean helped create he is also being mourned by countless competitors collaborators and garners who shared his passion tyrone woods known to most as rone spent two decades as navy seal serving multiple tours in iraq and afghanistan since 2010 he protected american diplomatic personnel in dangerous posts from central america to the middle east he had the hands of healer as well as the arms of warrior earning distinction as registered nurse and certified paramedic our hearts go out to tyrones wife dorothy and his three sons tyrone jr hunter and kai born just few months ago along with his grieving faiiily friends and colleagues us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045485 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver glen doherty who went by bub was also former seal and an experienced paramedic he too died as he lived serving his country and protecting his colleagues glen deployed to some of the most dangerous places on earth including iraq and afghanistan always putting his life on the line to safeguard other americans our thoughts and prayers are with glens father bernard his mother barbara his brother gregory his sister kathleen and their grieving families friends and colleagues was honored to know ambassador chris stevens want to thank his parents and siblings who are here today for sharing chris with us and with our country what wonderful gift you gave us over his distinguished career in the foreign service chris won friends for the united states in farflung places he made those peoples hopes his own during,0.9946094751358032
215,the revolution in libya he risked his life to help protect the libyan people from tyrant and he gave his life helping them build better country people loved to work with chris and as he rose through the ranks they loved to work for chris he was known not only for his courage but for his smile goofy but contagious for his sense of fun and that california cool in the days since the attack so many libyans including the ambassador from libya to the united states who is with us today have expressed their sorrow and solidarity one young woman her head covered and her eyes haunted with sadness held up handwritten sign that said thugs and killers dont represent benghazi nor islam the president of the palestinian authority who worked closely with chris when he served in jerusalem sent me letter remembering his energy and integrity and deploring and quote an act of ugly terror many others from across the middle east and north africa have offered similar sentiments this has been difficult week for the state department and for our country weve seen the heavy assault on our post in benghazi that took the lives of those brave men weve seen rage and violence directed at american embassies over an awful interne video that we had nothing to do with it is hard for the american people to make sense of that because it is senseless and it is totally unacceptable the people of egypt libya yemen and tunisia did not trade the tyranny of dictator for the tyranny of mob reasonable people and responsible leaders in these countries need to do everything they can to restore security and hold accountable those behind these violent acts and we will under the presidents leadership keep taking steps to protect our personnel around the world there will be more difficult days ahead but it is important that we dont lose sight of the fundamental fact that america must keep leading the world we owe it to those four men to continue the long hard work of diplomacy am enormously proud of the men and women of the state department im proud of all those across our government civilian and military alike who us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver statescb0045486 us department of state case no f201504841 doc no c05739812 date state dept produced to house select benghazi comm subject to agreement on sensitive information redactions no foia waiver represent america abroad they help make the united states the greatest force for peace progress and human dignity the world has ever known if the last few days teach us anything let it be this that this work and the men and women who risk their lives to do it are at the heart of what makes america great and good so we will wipe away our tears stiffen our spines and face the future undaunted and we will do,0.9807561039924622
