doc_id,text,label,score,start,end
54,##azi,I-LOC,0.5790924,40,43
56,ch,I-ORG,0.5984561,8,10
56,##ris,I-ORG,0.7127422,10,13
56,s,I-ORG,0.78968894,14,15
56,##te,I-ORG,0.7236032,15,17
56,##ven,I-ORG,0.6870475,17,20
62,##rench,I-MISC,0.96667594,361,366
71,##gh,I-LOC,0.980586,489,491
71,##azi,I-LOC,0.9947109,491,494
74,##gh,I-LOC,0.6504638,286,288
74,##azi,I-LOC,0.96653014,288,291
74,##gh,I-LOC,0.55000526,486,488
74,##azi,I-LOC,0.8920706,488,491
75,##gh,I-LOC,0.7127639,432,434
75,##azi,I-LOC,0.77264446,434,437
85,ben,I-LOC,0.4934991,103,106
85,##gh,I-LOC,0.8979581,106,108
85,##azi,I-LOC,0.9740055,108,111
91,ben,I-LOC,0.73469824,147,150
91,##gh,I-LOC,0.9855252,150,152
91,##azi,I-LOC,0.99794334,152,155
91,ben,I-LOC,0.90728086,221,224
91,##gh,I-LOC,0.98750055,224,226
91,##azi,I-LOC,0.9988697,226,229
105,##gh,I-LOC,0.9152779,454,456
105,##azi,I-LOC,0.9763131,456,459
108,ben,I-LOC,0.89963454,303,306
108,##gh,I-LOC,0.99694115,306,308
108,##azi,I-LOC,0.9987909,308,311
111,##gh,I-LOC,0.78026116,231,233
111,##azi,I-LOC,0.98642427,233,236
111,##gh,I-LOC,0.5772124,431,433
111,##azi,I-LOC,0.96889997,433,436
120,##gh,I-LOC,0.93993956,343,345
120,##azi,I-LOC,0.9891334,345,348
124,##gh,I-LOC,0.9902199,20,22
124,##azi,I-LOC,0.9982114,22,25
124,##gh,I-LOC,0.99210197,61,63
124,##azi,I-LOC,0.9989139,63,66
128,##as,I-PER,0.6755005,156,158
128,##mus,I-PER,0.9108894,158,161
128,##f,I-LOC,0.89094895,453,454
128,##ghan,I-LOC,0.9926992,454,458
128,##istan,I-LOC,0.9986669,458,463
137,##ones,I-MISC,0.8122227,476,480
137,##ian,I-MISC,0.87372714,480,483
141,ben,I-LOC,0.8673026,150,153
141,##gh,I-LOC,0.9546259,153,155
141,##azi,I-LOC,0.9835527,155,158
143,trip,I-LOC,0.52297497,54,58
143,ben,I-LOC,0.60733676,235,238
143,##gh,I-LOC,0.9497932,238,240
143,##azi,I-LOC,0.9923828,240,243
145,##gh,I-LOC,0.9320152,48,50
145,##azi,I-LOC,0.9951964,50,53
145,##lam,I-MISC,0.98119825,174,177
145,an,I-ORG,0.83784455,394,396
145,##sar,I-ORG,0.9676485,396,399
145,al,I-ORG,0.9874072,400,402
145,##sha,I-ORG,0.86978376,402,405
145,##rl,I-ORG,0.88468647,405,407
145,##ah,I-ORG,0.960397,407,409
145,ben,I-LOC,0.7227387,455,458
145,##gh,I-LOC,0.91756696,458,460
145,##azi,I-LOC,0.9953243,460,463
145,an,I-ORG,0.7222113,464,466
145,##sar,I-ORG,0.9507649,466,469
145,al,I-ORG,0.9826539,470,472
145,##sha,I-ORG,0.7624806,472,475
145,##ria,I-ORG,0.8707645,475,478
145,##h,I-ORG,0.92609024,478,479
146,##azi,I-LOC,0.93225265,223,226
146,##azi,I-LOC,0.90029263,423,426
167,c,I-PER,0.69778305,53,54
170,##lam,I-MISC,0.97394186,101,104
170,ben,I-LOC,0.91496015,120,123
170,##gh,I-LOC,0.98610306,123,125
170,##azi,I-LOC,0.99623907,125,128
173,##eric,I-MISC,0.75160414,418,422
177,##iu,I-PER,0.74130726,244,246
177,##wai,I-PER,0.93729734,246,249
177,##li,I-PER,0.56694317,249,251
177,##wai,I-PER,0.7508233,277,280
179,ben,I-LOC,0.60939974,16,19
179,##gh,I-LOC,0.9859035,19,21
179,##azi,I-LOC,0.99518377,21,24
179,##eric,I-MISC,0.6174205,201,205
179,##gh,I-LOC,0.9849932,215,217
179,##azi,I-LOC,0.99632156,217,220
180,##ian,I-ORG,0.4277063,301,304
180,am,I-ORG,0.59002036,306,308
182,##gh,I-LOC,0.9635452,3,5
182,##azi,I-LOC,0.98612076,5,8
184,ben,I-LOC,0.73787206,100,103
184,##gh,I-LOC,0.90182096,103,105
184,##azi,I-LOC,0.96385837,105,108
185,##ch,I-PER,0.5784349,21,23
185,##mit,I-PER,0.6742028,23,26
186,ben,I-LOC,0.81839466,0,3
186,##gh,I-LOC,0.93987626,3,5
186,##azi,I-LOC,0.9832759,5,8
188,##gh,I-LOC,0.9357223,233,235
188,##azi,I-LOC,0.989446,235,238
189,ben,I-LOC,0.7537215,100,103
189,##gh,I-LOC,0.9075931,103,105
189,##azi,I-LOC,0.96531624,105,108
191,ben,I-LOC,0.7322075,0,3
191,##gh,I-LOC,0.9885105,3,5
191,##azi,I-LOC,0.9912009,5,8
192,ben,I-LOC,0.69570065,0,3
192,##gh,I-LOC,0.9673045,3,5
192,##azi,I-LOC,0.9789733,5,8
200,##gh,I-LOC,0.90060383,109,111
200,##azi,I-LOC,0.96975535,111,114
204,##ys,I-ORG,0.5329138,1,3
205,##nt,I-ORG,0.6241851,12,14
206,ben,I-LOC,0.49214762,378,381
206,##gh,I-LOC,0.9667935,381,383
206,##azi,I-LOC,0.9930478,383,386
211,c,I-PER,0.92952263,192,193
211,##lint,I-PER,0.75185484,193,197
211,ben,I-LOC,0.75588685,216,219
211,##gh,I-LOC,0.9886537,219,221
211,##azi,I-LOC,0.99663806,221,224
211,c,I-PER,0.7534629,404,405
211,##lint,I-PER,0.5817869,405,409
220,##gh,I-LOC,0.63147897,42,44
220,##azi,I-LOC,0.844647,44,47
220,##gh,I-LOC,0.74976045,76,78
220,##azi,I-LOC,0.9252822,78,81
221,##one,I-ORG,0.5853085,129,132
221,##mail,I-ORG,0.66817904,132,136
225,##tone,I-ORG,0.6882455,101,105
225,##mal,I-ORG,0.81337506,105,108
225,##l,I-ORG,0.7839718,108,109
225,##com,I-ORG,0.84346324,109,112
228,q,I-PER,0.7502498,305,306
228,##ad,I-PER,0.88144654,306,308
228,##ha,I-PER,0.33577627,308,310
233,euro,I-MISC,0.9451939,124,128
233,##pe,I-MISC,0.7395179,128,130
233,must,I-PER,0.74940556,344,348
233,##af,I-PER,0.46664664,348,350
233,##a,I-PER,0.6814643,350,351
233,j,I-PER,0.78149945,358,359
233,##ali,I-PER,0.8364585,359,362
236,##gh,I-LOC,0.8503073,106,108
236,##azi,I-LOC,0.9587145,108,111
242,##rae,I-LOC,0.56761986,57,60
242,##lis,I-LOC,0.4840928,60,63
243,ben,I-LOC,0.76298976,264,267
243,##gh,I-LOC,0.9394589,267,269
243,##azi,I-LOC,0.9867307,269,272
245,ben,I-LOC,0.7388166,196,199
245,##gh,I-LOC,0.9572933,199,201
245,##azi,I-LOC,0.9883939,201,204
250,ben,I-LOC,0.79982877,100,103
250,##gh,I-LOC,0.9157534,103,105
250,##azi,I-LOC,0.9674041,105,108
251,ben,I-LOC,0.6617392,223,226
251,##gh,I-LOC,0.931018,226,228
251,##azi,I-LOC,0.979031,228,231
252,am,I-MISC,0.89742017,26,28
252,##eric,I-MISC,0.97837424,28,32
252,##an,I-MISC,0.9839491,32,34
252,ben,I-LOC,0.7060274,48,51
252,##gh,I-LOC,0.99300164,51,53
252,##azi,I-LOC,0.9986438,53,56
252,l,I-LOC,0.7329691,57,58
252,##eric,I-MISC,0.9552502,134,138
252,##an,I-MISC,0.96213555,138,140
252,##gh,I-LOC,0.99264115,157,159
252,##azi,I-LOC,0.9987355,159,162
252,l,I-LOC,0.57977706,163,164
252,##ib,I-LOC,0.60611635,164,166
254,##gh,I-LOC,0.9401157,295,297
254,##azi,I-LOC,0.9879552,297,300
255,ben,I-LOC,0.7925271,365,368
255,##gh,I-LOC,0.9444553,368,370
255,##azi,I-LOC,0.99208826,370,373
269,##hil,I-PER,0.5830447,22,25
269,##ip,I-PER,0.70380026,25,27
271,##ull,I-ORG,0.68785655,28,31
271,##iva,I-ORG,0.49398482,31,34
286,##zer,I-MISC,0.8868882,87,90
289,##gol,I-MISC,0.50913256,124,127
292,##ull,I-ORG,0.77609324,23,26
292,##iva,I-ORG,0.6508026,26,29
292,ka,I-LOC,0.89633054,30,32
292,##zak,I-LOC,0.8535405,32,35
292,##hs,I-MISC,0.7594289,35,37
292,##tan,I-LOC,0.4768883,37,40
292,##dia,I-LOC,0.48563942,55,58
300,i,I-LOC,0.5487734,117,118
300,##ra,I-LOC,0.47748438,118,120
300,##q,I-LOC,0.5644253,120,121
300,j,I-PER,0.6083355,140,141
300,##ghan,I-LOC,0.9962535,415,419
300,##istan,I-LOC,0.99905175,419,424
311,##n,I-PER,0.80755186,42,43
329,##and,I-ORG,0.52061,145,148
340,c,I-PER,0.81808746,52,53
340,##lint,I-PER,0.62195206,53,57
349,euro,I-LOC,0.7228968,187,191
349,##pe,I-LOC,0.6881046,191,193
358,##ndon,I-LOC,0.7955403,311,315
358,##burgh,I-LOC,0.5284341,324,329
366,##rian,I-ORG,0.54166096,45,49
387,euro,I-LOC,0.47231516,164,168
424,r,I-ORG,0.47555164,0,1
424,##ob,I-ORG,0.43751925,1,3
435,##adia,I-MISC,0.61826336,27,31
440,##yt,I-ORG,0.706861,50,52
442,##aa,I-PER,0.46263042,262,264
442,##cs,I-PER,0.6098218,264,266
443,middle,I-LOC,0.8590617,85,91
443,east,I-LOC,0.9981207,92,96
448,##uant,I-MISC,0.67892855,39,43
448,##ana,I-MISC,0.713166,43,46
448,##mo,I-LOC,0.96251255,46,48
461,##han,I-PER,0.46215373,17,20
470,z,I-PER,0.53641146,35,36
470,##ela,I-LOC,0.41405204,36,39
522,sa,I-ORG,0.46712676,58,60
542,##ur,I-LOC,0.5683306,33,35
542,##dis,I-LOC,0.59936774,35,38
542,##tan,I-MISC,0.71263754,38,41
561,r,I-MISC,0.8436479,0,1
561,##uss,I-MISC,0.9873772,1,4
571,r,I-MISC,0.8436479,0,1
571,##uss,I-MISC,0.9873772,1,4
603,##bian,I-MISC,0.9343026,44,48
632,o,I-ORG,0.44181472,8,9
641,ho,I-PER,0.57540727,13,15
641,##l,I-PER,0.54813665,15,16
641,##brook,I-PER,0.8609911,16,21
650,##cha,I-PER,0.7047936,9,12
650,##el,I-PER,0.6950813,12,14
682,##lar,I-ORG,0.5292762,5,8
684,##adia,I-MISC,0.7880934,7,11
690,in,I-MISC,0.53897977,43,45
690,##dia,I-MISC,0.90838104,45,48
692,i,I-MISC,0.69826347,32,33
709,##kis,I-MISC,0.48941985,51,54
709,##du,I-PER,0.7041998,189,191
728,##yt,I-ORG,0.65923965,49,51
728,##imes,I-ORG,0.54094416,51,55
729,sing,I-LOC,0.5578296,180,184
729,##ap,I-LOC,0.67895037,184,186
749,##tein,I-PER,0.61866206,10,14
749,##berg,I-PER,0.5625888,14,18
761,chin,I-MISC,0.9677682,14,18
761,##ese,I-MISC,0.91348565,18,21
765,br,I-PER,0.5566873,12,14
765,##ode,I-PER,0.45412937,14,17
771,##brook,I-PER,0.7074743,3,8
777,##ike,I-ORG,0.71595436,30,33
777,##n,I-ORG,0.5679722,33,34
777,##berry,I-ORG,0.5567076,34,39
779,ho,I-PER,0.939272,22,24
779,##l,I-PER,0.5501629,24,25
779,##brook,I-PER,0.8240612,25,30
804,##brook,I-PER,0.65999883,63,68
804,##e,I-ORG,0.5951435,68,69
807,##ike,I-ORG,0.517765,9,12
807,##n,I-ORG,0.49049446,12,13
809,me,I-ORG,0.6982403,0,2
809,##lan,I-ORG,0.82015246,2,5
809,##ne,I-ORG,0.8559304,5,7
809,##rica,I-LOC,0.5929446,208,212
811,r,I-MISC,0.88474154,53,54
811,##uss,I-MISC,0.9851859,54,57
822,##ira,I-PER,0.33684543,139,142
822,##ju,I-PER,0.562686,142,144
827,##brook,I-PER,0.8949271,102,107
838,##aki,I-MISC,0.67800486,6,9
838,##stan,I-MISC,0.84855527,9,13
847,##dia,I-LOC,0.95684624,56,59
848,##rie,I-ORG,0.5564231,212,215
863,##aid,I-PER,0.53211576,53,56
875,g,I-LOC,0.66885394,41,42
875,##erman,I-MISC,0.89485747,42,47
876,##h,I-MISC,0.93735117,68,69
902,##iam,I-ORG,0.56666285,31,34
902,##hall,I-ORG,0.60536116,37,41
937,##in,I-ORG,0.61114925,108,110
937,##lie,I-ORG,0.70697266,110,113
937,##berman,I-ORG,0.72460437,113,119
937,##gra,I-ORG,0.6501893,119,122
937,##ham,I-ORG,0.74024075,122,125
937,##hol,I-ORG,0.461615,158,161
940,i,I-PER,0.9766962,195,196
940,##bra,I-PER,0.9842008,196,199
940,##him,I-PER,0.99674654,199,202
940,par,I-PER,0.99559826,203,206
944,##eas,I-LOC,0.5170651,443,446
944,##f,I-LOC,0.54947275,460,461
944,##ghan,I-LOC,0.9928463,461,465
944,##istan,I-LOC,0.9980136,465,470
944,##ghan,I-LOC,0.9818273,494,498
944,##istan,I-LOC,0.9847621,498,503
951,##ull,I-ORG,0.8665716,31,34
951,##iva,I-ORG,0.82871526,34,37
951,##n,I-ORG,0.6236141,37,38
966,##rica,I-LOC,0.94321847,169,173
971,m,I-PER,0.8104086,39,40
971,##do,I-PER,0.72027785,42,44
985,east,I-LOC,0.98249876,156,160
1000,##brook,I-PER,0.46297863,205,210
1029,ka,I-MISC,0.85180724,51,53
1029,##rz,I-MISC,0.7397441,53,55
1029,##ais,I-MISC,0.66425616,55,58
1040,##ery,I-ORG,0.47569945,2,5
1050,la,I-PER,0.6739628,0,2
1054,e,I-ORG,0.41556782,5,6
1054,##ike,I-PER,0.70370823,6,9
1054,##n,I-PER,0.44455072,9,10
1054,##berry,I-ORG,0.46905884,10,15
1056,burns,I-ORG,0.521188,44,49
1056,##stein,I-ORG,0.68280333,49,54
1056,##berg,I-ORG,0.61045074,54,58
1065,##alk,I-LOC,0.99899334,290,293
1065,##lands,I-LOC,0.9952266,293,298
1065,##f,I-LOC,0.7555537,318,319
1065,##ghan,I-LOC,0.99157023,319,323
1065,##istan,I-LOC,0.99881494,323,328
1078,##f,I-LOC,0.6886526,111,112
1078,##ghan,I-LOC,0.9682861,112,116
1078,##istan,I-LOC,0.9902202,116,121
1079,##rica,I-LOC,0.45399484,36,40
1103,##rah,I-ORG,0.7162292,139,142
1114,den,I-PER,0.7641933,0,3
1114,##nis,I-PER,0.8525839,3,6
1114,r,I-PER,0.7103461,7,8
1114,##oss,I-PER,0.6453821,8,11
1144,c,I-ORG,0.52072316,71,72
1149,##xi,I-MISC,0.9134708,274,276
1149,##can,I-MISC,0.91666603,276,279
1186,##tein,I-ORG,0.43838573,1,5
1186,##berg,I-ORG,0.61171854,5,9
1210,##eric,I-MISC,0.37141952,247,251
1218,c,I-PER,0.7330554,305,306
1218,##lint,I-PER,0.56021696,306,310
1228,states,I-LOC,0.9067992,52,58
1228,euro,I-MISC,0.4779615,314,318
1228,##quel,I-PER,0.7801917,352,356
1238,##af,I-ORG,0.5498006,215,217
1238,##rica,I-ORG,0.42774853,217,221
1239,rod,I-PER,0.71357834,109,112
1239,##ham,I-PER,0.9090118,112,115
1239,c,I-PER,0.949819,116,117
1239,##lint,I-PER,0.83724207,117,121
1239,##on,I-PER,0.6451154,121,123
1247,##ham,I-PER,0.5424252,56,59
1247,c,I-PER,0.73061067,60,61
1251,##ib,I-MISC,0.42945054,370,372
1251,east,I-LOC,0.9379787,474,478
1258,##ull,I-ORG,0.57572734,5,8
1268,##si,I-MISC,0.6530102,37,39
1268,port,I-MISC,0.7211889,164,168
1268,##ues,I-MISC,0.9496236,170,173
1268,##e,I-MISC,0.9925176,173,174
1274,c,I-PER,0.8484154,15,16
1274,##lint,I-PER,0.90919226,16,20
1274,##eric,I-MISC,0.92305386,55,59
1274,##an,I-MISC,0.9158154,59,61
1274,##eric,I-MISC,0.9257955,104,108
1274,##an,I-MISC,0.6161492,108,110
1274,##k,I-MISC,0.41516832,349,350
1278,me,I-PER,0.9781782,7,9
1278,##lan,I-PER,0.67719835,9,12
1278,##ne,I-PER,0.78411615,12,14
1285,ho,I-PER,0.9683676,8,10
1285,##l,I-PER,0.4795547,10,11
1285,##brook,I-PER,0.80540407,11,16
1289,##quel,I-PER,0.69301635,303,307
1295,z,I-PER,0.8296964,61,62
1295,##ela,I-PER,0.319905,62,65
1295,##ya,I-PER,0.46601427,65,67
1295,mi,I-PER,0.84010047,68,70
1295,##chel,I-PER,0.6988677,70,74
1297,z,I-PER,0.5222729,115,116
1297,##ela,I-PER,0.34320006,116,119
1302,ka,I-PER,0.86508,183,185
1302,##rz,I-PER,0.5278115,185,187
1302,she,I-PER,0.76141083,325,328
1302,##nga,I-LOC,0.9689679,355,358
1302,##r,I-LOC,0.8771649,358,359
1302,##har,I-LOC,0.9700515,359,362
1303,##rench,I-MISC,0.9983278,212,217
1303,##rench,I-MISC,0.9986237,287,292
1307,##rz,I-LOC,0.6122248,188,190
1309,##rench,I-MISC,0.998367,77,82
1312,##rench,I-MISC,0.99715686,81,86
1318,j,I-MISC,0.6120202,100,101
1318,##apa,I-MISC,0.7621541,101,104
1318,##nese,I-MISC,0.9754488,104,108
1318,am,I-MISC,0.82988745,141,143
1318,##eric,I-MISC,0.96853495,143,147
1318,##an,I-MISC,0.9932423,147,149
1318,man,I-PER,0.84789664,271,274
1318,##ou,I-PER,0.99411434,274,276
1318,##che,I-PER,0.96457493,276,279
1318,##hr,I-PER,0.9918984,279,281
1318,m,I-PER,0.9918528,282,283
1318,##ott,I-PER,0.9548478,283,286
1318,##aki,I-PER,0.88759434,286,289
1318,##ox,I-ORG,0.53293896,306,308
1318,##ro,I-PER,0.87681,419,421
1318,##fu,I-PER,0.91837347,421,423
1318,##mi,I-PER,0.98010784,423,425
1318,nak,I-PER,0.65882915,426,429
1318,##ran,I-ORG,0.5630228,492,495
1319,arm,I-ORG,0.6569376,228,231
1319,##gna,I-PER,0.6990507,279,282
1319,##tius,I-PER,0.6513141,282,286
1328,##gol,I-LOC,0.4877929,68,71
1328,##eor,I-PER,0.6159495,250,253
1331,##nis,I-PER,0.5985036,3,6
1335,##rz,I-ORG,0.58551925,8,10
1336,ka,I-LOC,0.92193115,35,37
1336,##zak,I-LOC,0.7817627,37,40
1336,##hs,I-MISC,0.80971646,40,42
1336,##tan,I-LOC,0.6924652,42,45
1343,me,I-MISC,0.53084266,275,277
1343,##xi,I-MISC,0.97425926,277,279
1343,##can,I-MISC,0.97065014,279,282
1349,##rench,I-MISC,0.9944002,7,12
1382,##h,I-MISC,0.5171237,18,19
1382,##met,I-PER,0.96783775,39,42
1382,da,I-PER,0.93757635,43,45
1382,##vu,I-PER,0.9077777,45,47
1382,##to,I-PER,0.70122176,47,49
1382,##g,I-PER,0.5002424,49,50
1393,chin,I-MISC,0.99185014,207,211
1393,##ese,I-MISC,0.9939885,211,214
1393,i,I-LOC,0.6196767,316,317
1393,##ran,I-LOC,0.91789424,317,320
1393,a,I-LOC,0.65067667,325,326
1393,##f,I-LOC,0.9512012,326,327
1393,##ghan,I-LOC,0.9950146,327,331
1393,##istan,I-LOC,0.99869967,331,336
1394,euro,I-LOC,0.699394,75,79
1394,##pe,I-LOC,0.4867797,79,81
1395,##f,I-LOC,0.89499974,113,114
1395,##ghan,I-LOC,0.99524516,114,118
1395,##istan,I-LOC,0.9986682,118,123
1395,##f,I-LOC,0.82293195,198,199
1395,##ghan,I-LOC,0.9902153,199,203
1395,##istan,I-LOC,0.98990965,203,208
1395,is,I-LOC,0.91480875,212,214
1395,##lam,I-LOC,0.9963425,214,217
1395,##abad,I-LOC,0.99873835,217,221
1402,c,I-ORG,0.50674325,74,75
1402,##lint,I-ORG,0.5787231,75,79
1402,##one,I-ORG,0.84124446,79,82
1402,##mail,I-ORG,0.85906017,82,86
1402,##com,I-ORG,0.84789973,86,89
1405,euro,I-MISC,0.9888586,84,88
1405,##pe,I-MISC,0.954788,88,90
1405,##ans,I-MISC,0.97204226,90,93
1406,##dia,I-LOC,0.7980606,71,74
1406,##uss,I-LOC,0.3980823,94,97
1406,##dia,I-MISC,0.9370838,120,123
1407,g,I-LOC,0.8035468,30,31
1407,##erman,I-MISC,0.76765764,31,36
1407,##uss,I-LOC,0.72784173,53,56
1422,am,I-MISC,0.5272842,189,191
1422,##eric,I-MISC,0.9216628,191,195
1422,##an,I-MISC,0.9923883,195,197
1423,i,I-LOC,0.7962277,132,133
1423,##ra,I-LOC,0.6523323,133,135
1423,##q,I-LOC,0.7825339,135,136
1423,i,I-LOC,0.76082075,224,225
1423,##ra,I-LOC,0.6824414,225,227
1423,##q,I-LOC,0.7436606,227,228
1423,##eric,I-MISC,0.72110915,234,238
1428,##f,I-LOC,0.957523,88,89
1428,##ghan,I-LOC,0.9984407,89,93
1428,##istan,I-LOC,0.9996357,93,98
1434,euro,I-LOC,0.6044914,63,67
1434,##pe,I-LOC,0.71519256,67,69
1437,am,I-MISC,0.90946066,174,176
1437,##eric,I-MISC,0.949039,176,180
1437,##an,I-MISC,0.9919363,180,182
1437,k,I-LOC,0.5475963,215,216
1437,##ore,I-LOC,0.6919439,216,219
1437,##yon,I-LOC,0.91112345,328,331
1437,##gy,I-LOC,0.7410755,331,333
1437,##ang,I-MISC,0.6008132,333,336
1437,##ore,I-LOC,0.54066485,475,478
1443,d,I-LOC,0.51609623,25,26
1443,##hab,I-LOC,0.42809954,26,29
1445,##ham,I-PER,0.58712745,257,260
1445,c,I-PER,0.60239786,261,262
1450,##aul,I-ORG,0.66878265,13,16
1450,k,I-ORG,0.6085109,17,18
1450,##rug,I-ORG,0.7725997,18,21
1476,##ca,I-PER,0.5533769,478,480
1476,##o,I-PER,0.4779684,480,481
1494,##ene,I-MISC,0.78917277,231,234
1494,##rel,I-PER,0.9970425,402,405
1494,de,I-PER,0.9550641,406,408
1501,##aki,I-LOC,0.8807838,194,197
1501,##stan,I-LOC,0.97586197,197,201
1501,##aki,I-LOC,0.8396235,288,291
1501,##stan,I-LOC,0.9686838,291,295
1501,##aki,I-LOC,0.7912451,452,455
1501,##stan,I-LOC,0.9265083,455,459
1507,##f,I-LOC,0.9515577,85,86
1507,##ghan,I-LOC,0.9959592,86,90
1507,##istan,I-LOC,0.9990722,90,95
1514,o,I-ORG,0.70972836,0,1
1514,##r,I-ORG,0.67754227,4,5
1515,mi,I-PER,0.91495484,65,67
1515,##e,I-PER,0.6461547,71,72
1515,k,I-PER,0.8104122,73,74
1518,euro,I-MISC,0.9825675,105,109
1518,##pe,I-MISC,0.9082333,109,111
1518,##an,I-MISC,0.91780055,111,113
1529,##eric,I-MISC,0.90149033,128,132
1529,##an,I-MISC,0.938446,132,134
1530,##cha,I-PER,0.5310173,283,286
1531,##iya,I-LOC,0.99897754,180,183
1531,##dh,I-LOC,0.99938715,183,185
1533,o,I-ORG,0.64005256,0,1
1533,##eor,I-LOC,0.44131806,117,120
1534,##zi,I-LOC,0.5153268,29,31
1546,##iv,I-PER,0.8765965,35,37
1546,g,I-PER,0.9551728,38,39
1546,##hand,I-PER,0.8405006,39,43
1546,g,I-ORG,0.7041539,159,160
1546,##hand,I-ORG,0.4176231,160,164
1546,sing,I-PER,0.8231575,255,259
1549,am,I-MISC,0.8151628,99,101
1549,##eric,I-MISC,0.93585235,101,105
1549,##an,I-MISC,0.94201726,105,107
1555,k,I-LOC,0.46405637,40,41
1555,##ore,I-LOC,0.49578565,41,44
1555,chin,I-MISC,0.908907,184,188
1555,##ese,I-MISC,0.70059943,188,191
1557,east,I-LOC,0.95548195,113,117
1557,la,I-MISC,0.73208576,176,178
1557,##ir,I-MISC,0.7595396,182,184
1557,##uss,I-MISC,0.9759129,184,187
1557,##ians,I-MISC,0.6921307,187,191
1563,c,I-PER,0.6796788,5,6
1563,##ros,I-PER,0.485036,6,9
1569,##f,I-MISC,0.3487148,504,505
1569,##ghan,I-MISC,0.45883006,505,509
1570,gut,I-PER,0.640798,7,10
1570,##ier,I-PER,0.49230197,10,13
1573,chin,I-MISC,0.988639,24,28
1573,##ese,I-MISC,0.9965603,28,31
1576,##rae,I-LOC,0.47064155,100,103
1576,##inian,I-MISC,0.94200146,175,180
1576,##rae,I-ORG,0.3565452,205,208
1577,##gh,I-PER,0.4753054,141,143
1579,au,I-MISC,0.82391423,32,34
1579,##stra,I-MISC,0.81202966,34,38
1579,##lian,I-MISC,0.91972506,38,42
1580,au,I-MISC,0.9601028,23,25
1580,##stra,I-MISC,0.91406846,25,29
1580,##lian,I-MISC,0.97706956,29,33
1584,##an,I-PER,0.9497332,2,4
1584,j,I-PER,0.7768829,5,6
1584,##oh,I-PER,0.90130746,6,8
1584,##nson,I-PER,0.85544044,8,12
1584,##oh,I-PER,0.85035014,138,140
1584,##nson,I-PER,0.7907697,140,144
1594,##des,I-PER,0.47517675,183,186
1604,##brook,I-PER,0.7735075,3,8
1605,e,I-MISC,0.9605729,412,413
1605,##pt,I-MISC,0.93151426,415,417
1605,##ian,I-MISC,0.99037105,417,420
1631,##ghan,I-MISC,0.5596307,156,160
1631,##aia,I-MISC,0.5552954,160,163
1631,##n,I-MISC,0.9031966,163,164
1649,##b,I-PER,0.7200825,184,185
1653,##om,I-ORG,0.5299062,105,107
1654,##sh,I-MISC,0.66298723,15,17
1654,##ip,I-MISC,0.52240604,56,58
1654,##pine,I-MISC,0.5015395,58,62
1661,##ale,I-ORG,0.7644417,281,284
1661,##uel,I-ORG,0.63566345,286,289
1677,r,I-PER,0.48589018,296,297
1677,##ola,I-PER,0.9331176,297,300
1677,dash,I-PER,0.85290337,301,305
1677,##ti,I-PER,0.7999401,305,307
1683,##guard,I-LOC,0.65461403,416,421
