doc_id,text,label,score,start,end
4,A,I-PER,0.9993267,123,124
4,##bach,I-PER,0.99383587,124,128
4,##a,I-PER,0.9965576,128,129
4,Nigeria,I-LOC,0.9974631,192,199
4,San,I-PER,0.99954176,208,211
4,##i,I-PER,0.998669,211,212
4,A,I-PER,0.99922013,213,214
4,##bach,I-PER,0.9938403,214,218
4,##a,I-PER,0.99410963,218,219
4,US,I-MISC,0.9985336,461,463
5,Federal,I-ORG,0.9959299,124,131
5,Government,I-ORG,0.98947704,132,142
5,of,I-ORG,0.9589958,143,145
5,Nigeria,I-ORG,0.9696592,146,153
5,Con,I-ORG,0.9661374,154,157
5,Review,I-ORG,0.96303403,163,169
5,Panel,I-ORG,0.9939727,170,175
5,Nigeria,I-LOC,0.9998667,299,306
6,W,I-ORG,0.6957227,6,7
6,##IL,I-ORG,0.85764176,7,9
6,##L,I-ORG,0.7532709,9,10
6,##IA,I-ORG,0.5714861,10,12
6,##M,I-ORG,0.5929591,12,13
6,DR,I-ORG,0.92875785,14,16
6,##AL,I-ORG,0.846042,16,18
6,##L,I-ORG,0.8759445,18,19
6,##O,I-ORG,0.7733939,19,20
6,William,I-PER,0.99911827,176,183
6,Dr,I-PER,0.9993131,184,186
6,##allo,I-PER,0.9991905,186,190
6,Mines,I-ORG,0.9708419,227,232
6,and,I-ORG,0.95458025,233,236
6,Natural,I-ORG,0.96766204,237,244
6,Resource,I-ORG,0.9795289,245,253
6,Major,I-PER,0.5637018,273,278
6,Ko,I-PER,0.9996486,279,281
6,##roma,I-PER,0.9985266,281,285
6,##h,I-PER,0.9988887,285,286
6,Republic,I-LOC,0.9951514,329,337
6,of,I-LOC,0.8766564,338,340
6,Sierra,I-LOC,0.9995334,341,347
6,Leone,I-LOC,0.99883837,348,353
6,T,I-PER,0.9988952,386,387
6,##ija,I-PER,0.9964562,387,390
6,##ni,I-PER,0.9991854,390,392
6,Ka,I-PER,0.9991086,393,395
6,##bba,I-PER,0.9576311,395,398
6,A,I-LOC,0.99900985,492,493
6,##cc,I-LOC,0.9995753,493,495
6,##ra,I-LOC,0.9988201,495,497
6,Ghana,I-LOC,0.9998597,498,503
7,LA,I-ORG,0.53251696,26,28
7,##G,I-ORG,0.8843206,28,29
7,##OS,I-ORG,0.672547,29,31
7,N,I-LOC,0.9827408,33,34
7,##IG,I-LOC,0.9578082,34,36
7,##ER,I-LOC,0.8817902,36,38
7,##IA,I-LOC,0.9660442,38,40
7,MA,I-LOC,0.3720461,51,53
7,US,I-ORG,0.8847275,69,71
7,##MA,I-ORG,0.821542,71,73
7,##N,I-ORG,0.8226863,73,74
7,ABA,I-ORG,0.48626235,75,78
7,##CH,I-ORG,0.8869913,78,80
7,##A,I-ORG,0.7451133,80,81
7,CH,I-ORG,0.64959633,111,113
7,##AL,I-ORG,0.4504087,113,115
7,##LE,I-ORG,0.4307193,115,117
7,##S,I-ORG,0.5675722,130,131
7,LA,I-ORG,0.55942464,136,138
7,##G,I-ORG,0.90644664,138,139
7,##OS,I-ORG,0.6776237,139,141
7,N,I-ORG,0.69926757,142,143
7,##IG,I-ORG,0.51597935,143,145
7,##ER,I-ORG,0.5348259,145,147
7,##IA,I-ORG,0.8327309,147,149
7,N,I-LOC,0.9953863,159,160
7,##IG,I-LOC,0.98218566,160,162
7,##ER,I-LOC,0.95587164,162,164
7,##IA,I-LOC,0.99824333,164,166
7,Africa,I-LOC,0.9984108,264,270
8,MR,I-PER,0.3937757,6,8
8,T,I-ORG,0.48525316,9,10
8,##EM,I-ORG,0.5789119,10,12
8,##I,I-PER,0.5831453,12,13
8,J,I-ORG,0.83895785,14,15
8,##OH,I-ORG,0.35201547,15,17
8,##NS,I-ORG,0.47554845,17,19
8,##ON,I-ORG,0.5144428,19,21
8,##BL,I-MISC,0.6929434,37,39
8,CO,I-LOC,0.94348395,45,47
8,##NG,I-LOC,0.55321586,47,49
8,##O,I-LOC,0.49491394,49,50
8,T,I-PER,0.9903233,407,408
8,##EM,I-PER,0.5641157,408,410
8,##I,I-PER,0.9957904,410,411
8,J,I-PER,0.9986889,412,413
8,##OH,I-PER,0.99727136,413,415
8,##NS,I-PER,0.9920774,415,417
8,##ON,I-PER,0.9984169,417,419
8,Democratic,I-LOC,0.9994815,427,437
8,Republic,I-LOC,0.99961793,438,446
8,of,I-LOC,0.9981621,447,449
8,Congo,I-LOC,0.999744,450,455
9,DR,I-ORG,0.91248673,17,19
9,SA,I-ORG,0.64892864,20,22
9,##M,I-ORG,0.63929105,22,23
9,First,I-ORG,0.99853253,56,61
9,Bank,I-ORG,0.9981633,62,66
9,of,I-ORG,0.99642,67,69
9,Nigeria,I-ORG,0.99786466,70,77
9,P,I-ORG,0.9766368,78,79
9,##l,I-ORG,0.89372575,79,80
9,##c,I-ORG,0.8395538,80,81
9,Lagos,I-LOC,0.9973341,83,88
9,Nigeria,I-LOC,0.9996277,90,97
9,Sam,I-PER,0.9990584,398,401
9,Jordan,I-PER,0.9995999,402,408
9,First,I-ORG,0.99860674,437,442
9,Bank,I-ORG,0.9983853,443,447
9,of,I-ORG,0.9967229,448,450
9,Nigeria,I-ORG,0.9983407,451,458
9,P,I-ORG,0.9858781,459,460
9,##l,I-ORG,0.9375205,460,461
9,##c,I-ORG,0.71879107,461,462
9,Lagos,I-LOC,0.9901216,464,469
10,N,I-MISC,0.8643637,19,20
10,##IG,I-MISC,0.7259566,20,22
10,##ER,I-MISC,0.6539369,22,24
10,##IA,I-MISC,0.8805576,24,26
10,BR,I-MISC,0.49901435,39,41
10,SA,I-LOC,0.6512279,46,48
10,Peter,I-PER,0.9994254,110,115
10,Brown,I-PER,0.9995772,116,121
10,Nigeria,I-ORG,0.9975502,134,141
10,Bar,I-ORG,0.9992036,142,145
10,Association,I-ORG,0.99906284,146,157
10,NBA,I-ORG,0.9973901,159,162
10,World,I-MISC,0.9315407,200,205
10,Business,I-ORG,0.8120266,206,214
10,En,I-MISC,0.74696565,215,217
10,##cy,I-MISC,0.8619422,217,219
10,##c,I-MISC,0.8768112,219,220
10,##lop,I-MISC,0.6063583,220,223
10,##ae,I-MISC,0.89670306,223,225
10,##dia,I-MISC,0.87031925,225,228
10,United,I-LOC,0.997566,377,383
10,States,I-LOC,0.9742131,384,390
10,SA,I-ORG,0.86899096,478,480
10,##NI,I-ORG,0.9865356,480,482
10,ABA,I-ORG,0.96801656,483,486
10,##CH,I-ORG,0.9794231,486,488
10,##A,I-ORG,0.9909662,488,489
11,Michael,I-PER,0.99903274,8,15
11,Ka,I-PER,0.9994104,16,18
11,##mah,I-PER,0.9880937,18,21
11,Johannesburg,I-LOC,0.9993693,34,46
11,South,I-LOC,0.99976295,47,52
11,Africa,I-LOC,0.9997967,53,59
12,MI,I-PER,0.7194218,11,13
12,##CH,I-ORG,0.78980875,13,15
12,##A,I-ORG,0.85674894,15,16
12,##EL,I-ORG,0.68275005,16,18
12,B,I-PER,0.6440395,19,20
12,##UN,I-LOC,0.48767295,20,22
12,##D,I-ORG,0.46257254,22,23
12,##U,I-ORG,0.6235282,23,24
12,##MO,I-MISC,0.6763851,28,30
12,##BL,I-MISC,0.77229804,41,43
12,CO,I-LOC,0.9416448,49,51
12,##NG,I-LOC,0.5312909,51,53
12,##O,I-LOC,0.6176789,53,54
12,In,I-MISC,0.46576306,77,79
12,##tl,I-MISC,0.47670573,79,81
12,MI,I-PER,0.9111837,459,461
12,##CH,I-ORG,0.73442626,461,463
12,##A,I-ORG,0.7609222,463,464
12,##EL,I-ORG,0.462942,464,466
12,B,I-PER,0.6671406,467,468
12,##UN,I-LOC,0.48485532,468,470
12,##D,I-ORG,0.48046997,470,471
12,##U,I-ORG,0.57332516,471,472
12,Democratic,I-LOC,0.9990427,480,490
12,Republic,I-LOC,0.9993056,491,499
12,of,I-LOC,0.99200904,500,502
12,Congo,I-LOC,0.9996177,503,508
13,Maria,I-PER,0.99942696,42,47
13,##m,I-PER,0.99918777,47,48
13,A,I-PER,0.99932086,49,50
13,##bach,I-PER,0.988713,50,54
13,##a,I-PER,0.99534214,54,55
13,Nigerian,I-ORG,0.5881275,126,134
13,Chamber,I-ORG,0.99635315,135,142
13,of,I-ORG,0.9974553,143,145
13,Commerce,I-ORG,0.9986355,146,154
13,and,I-ORG,0.99791664,155,158
13,Industry,I-ORG,0.9986382,159,167
13,International,I-MISC,0.97210026,200,213
13,Trade,I-MISC,0.9576052,214,219
13,Fair,I-MISC,0.9691936,220,224
13,San,I-PER,0.9995035,447,450
13,##i,I-PER,0.99855965,450,451
13,A,I-PER,0.9992532,452,453
13,##bach,I-PER,0.9921187,453,457
13,##a,I-PER,0.9901792,457,458
13,Nigeria,I-LOC,0.9996464,492,499
14,DR,I-ORG,0.95629835,6,8
14,AN,I-ORG,0.8656912,10,12
14,##A,I-ORG,0.86979216,12,13
14,##Y,I-ORG,0.92483014,13,14
14,##O,I-ORG,0.9202382,14,15
14,A,I-ORG,0.72694916,16,17
14,##W,I-ORG,0.72364587,17,18
14,##KA,I-ORG,0.83546096,18,20
14,UN,I-ORG,0.99714726,35,37
14,##ION,I-ORG,0.99306196,37,40
14,N,I-ORG,0.9809332,49,50
14,##IG,I-ORG,0.98699456,50,52
14,##ER,I-ORG,0.9542878,52,54
14,##IA,I-ORG,0.9956018,54,56
14,P,I-ORG,0.99851626,57,58
14,##LC,I-ORG,0.9905922,58,60
14,MA,I-ORG,0.7796099,61,63
14,##RI,I-ORG,0.8107054,63,65
14,##NA,I-ORG,0.93922025,65,67
14,LA,I-ORG,0.95042837,68,70
14,##G,I-ORG,0.94569224,70,71
14,##OS,I-ORG,0.77510154,71,73
15,DR,I-ORG,0.95629835,6,8
15,AN,I-ORG,0.8656912,10,12
15,##A,I-ORG,0.86979216,12,13
15,##Y,I-ORG,0.92483014,13,14
15,##O,I-ORG,0.9202382,14,15
15,A,I-ORG,0.72694916,16,17
15,##W,I-ORG,0.72364587,17,18
15,##KA,I-ORG,0.83546096,18,20
15,UN,I-ORG,0.99714726,35,37
15,##ION,I-ORG,0.99306196,37,40
15,N,I-ORG,0.9809332,49,50
15,##IG,I-ORG,0.98699456,50,52
15,##ER,I-ORG,0.9542878,52,54
15,##IA,I-ORG,0.9956018,54,56
15,P,I-ORG,0.99851626,57,58
15,##LC,I-ORG,0.9905922,58,60
15,MA,I-ORG,0.7796099,61,63
15,##RI,I-ORG,0.8107054,63,65
15,##NA,I-ORG,0.93922025,65,67
15,LA,I-ORG,0.95042837,68,70
15,##G,I-ORG,0.94569224,70,71
15,##OS,I-ORG,0.77510154,71,73
16,US,I-MISC,0.9985593,60,62
16,Victor,I-PER,0.99922335,344,350
16,Al,I-PER,0.99943787,351,353
16,##oma,I-PER,0.9993261,353,356
16,Democratic,I-LOC,0.99946624,364,374
16,Republic,I-LOC,0.9996137,375,383
16,of,I-LOC,0.99630094,384,386
16,Congo,I-LOC,0.9997539,387,392
16,Congo,I-LOC,0.986091,443,448
16,Democratic,I-ORG,0.36431825,449,459
16,LA,I-MISC,0.38950267,460,462
16,##UR,I-ORG,0.35100755,462,464
16,K,I-PER,0.78074217,468,469
16,##AB,I-LOC,0.44767597,469,471
16,##IL,I-ORG,0.64124733,471,473
16,##A,I-PER,0.8300928,473,474
17,US,I-MISC,0.9985593,60,62
17,Victor,I-PER,0.99922335,344,350
17,Al,I-PER,0.99943787,351,353
17,##oma,I-PER,0.9993261,353,356
17,Democratic,I-LOC,0.99946624,364,374
17,Republic,I-LOC,0.9996137,375,383
17,of,I-LOC,0.99630094,384,386
17,Congo,I-LOC,0.9997539,387,392
17,Congo,I-LOC,0.986091,443,448
17,Democratic,I-ORG,0.36431825,449,459
17,LA,I-MISC,0.38950267,460,462
17,##UR,I-ORG,0.35100755,462,464
17,K,I-PER,0.78074217,468,469
17,##AB,I-LOC,0.44767597,469,471
17,##IL,I-ORG,0.64124733,471,473
17,##A,I-PER,0.8300928,473,474
18,J,I-ORG,0.8715428,6,7
18,##AM,I-ORG,0.76249355,7,9
18,##ES,I-ORG,0.63232815,9,11
18,NGO,I-ORG,0.9740209,12,15
18,##LA,I-ORG,0.9289106,15,17
18,MA,I-PER,0.35568717,106,108
18,##X,I-ORG,0.5373227,108,109
18,G,I-PER,0.6872346,319,320
18,##HA,I-LOC,0.548787,320,322
18,G,I-PER,0.5783723,421,422
18,##HA,I-LOC,0.5646726,422,424
18,O,I-PER,0.40386173,430,431
18,##F,I-MISC,0.7331012,437,438
18,##RI,I-MISC,0.84854376,438,440
18,##CA,I-MISC,0.9272186,440,442
19,Lagos,I-LOC,0.93737686,325,330
19,State,I-LOC,0.70992893,331,336
19,Commerce,I-ORG,0.9914642,348,356
19,and,I-ORG,0.9903279,357,360
19,Industry,I-ORG,0.99518245,361,369
19,United,I-ORG,0.99929404,438,444
19,Bank,I-ORG,0.9982382,445,449
19,for,I-ORG,0.99256366,450,453
19,Africa,I-ORG,0.99614006,454,460
19,U,I-ORG,0.9989027,462,463
19,##BA,I-ORG,0.9974113,463,465
19,Il,I-LOC,0.91729736,467,469
19,##upe,I-LOC,0.9076968,469,472
19,##ju,I-LOC,0.9469996,472,474
19,Lagos,I-LOC,0.9974936,483,488
19,Nigeria,I-LOC,0.9963372,489,496
20,George,I-PER,0.9989165,3,9
20,M,I-PER,0.99933416,10,11
20,##boro,I-PER,0.98712534,11,15
20,George,I-PER,0.9991997,168,174
20,M,I-PER,0.9995414,175,176
20,##boro,I-PER,0.9988482,176,180
20,Cape,I-LOC,0.99904495,195,199
20,Town,I-LOC,0.9996124,200,204
20,South,I-LOC,0.9992101,208,213
20,Africa,I-LOC,0.99935395,214,220
20,South,I-LOC,0.8203809,263,268
20,Africa,I-ORG,0.55572814,269,275
20,Department,I-ORG,0.99829036,276,286
20,of,I-ORG,0.9977101,287,289
20,Mining,I-ORG,0.99891794,290,296
20,&,I-ORG,0.9980568,297,298
20,Natural,I-ORG,0.99840266,299,306
20,Resources,I-ORG,0.998852,307,316
21,Lagos,I-LOC,0.93737686,325,330
21,State,I-LOC,0.70992893,331,336
21,Commerce,I-ORG,0.9914642,348,356
21,and,I-ORG,0.9903279,357,360
21,Industry,I-ORG,0.99518245,361,369
21,United,I-ORG,0.99929404,438,444
21,Bank,I-ORG,0.9982382,445,449
21,for,I-ORG,0.99256366,450,453
21,Africa,I-ORG,0.99614006,454,460
21,U,I-ORG,0.9989027,462,463
21,##BA,I-ORG,0.9974113,463,465
21,Il,I-LOC,0.91729736,467,469
21,##upe,I-LOC,0.9076968,469,472
21,##ju,I-LOC,0.9469996,472,474
21,Lagos,I-LOC,0.9974936,483,488
21,Nigeria,I-LOC,0.9963372,489,496
22,Lagos,I-LOC,0.93737686,325,330
22,State,I-LOC,0.70992893,331,336
22,Commerce,I-ORG,0.9914642,348,356
22,and,I-ORG,0.9903279,357,360
22,Industry,I-ORG,0.99518245,361,369
22,United,I-ORG,0.99929404,438,444
22,Bank,I-ORG,0.9982382,445,449
22,for,I-ORG,0.99256366,450,453
22,Africa,I-ORG,0.99614006,454,460
22,U,I-ORG,0.9989027,462,463
22,##BA,I-ORG,0.9974113,463,465
22,Il,I-LOC,0.91729736,467,469
22,##upe,I-LOC,0.9076968,469,472
22,##ju,I-LOC,0.9469996,472,474
22,Lagos,I-LOC,0.9974936,483,488
22,Nigeria,I-LOC,0.9963372,489,496
23,##L,I-ORG,0.5180547,12,13
23,MA,I-PER,0.77859837,46,48
23,##R,I-ORG,0.4857077,48,49
23,##Y,I-ORG,0.6778535,49,50
23,##AM,I-PER,0.37389678,50,52
23,ABA,I-PER,0.5749728,53,56
23,##CH,I-ORG,0.64295715,56,58
23,##A,I-ORG,0.5235187,58,59
23,SA,I-LOC,0.4190128,82,84
23,##NI,I-ORG,0.57459414,84,86
23,ABA,I-PER,0.4845426,87,90
23,##CH,I-ORG,0.70050275,90,92
23,##A,I-ORG,0.51326394,92,93
23,MI,I-PER,0.6927914,98,100
23,##L,I-ORG,0.800529,100,101
23,##IT,I-ORG,0.7046869,101,103
23,N,I-LOC,0.5510472,124,125
23,##IG,I-ORG,0.5189994,125,127
23,##ER,I-LOC,0.32067585,127,129
23,##IA,I-ORG,0.5239517,129,131
23,H,I-LOC,0.56689584,326,327
23,H,I-LOC,0.45541948,330,331
23,##US,I-LOC,0.3672083,331,333
23,NE,I-MISC,0.5930832,426,428
23,H,I-LOC,0.44359812,497,498
24,Michael,I-PER,0.99903274,8,15
24,Ka,I-PER,0.9994104,16,18
24,##mah,I-PER,0.9880937,18,21
24,Johannesburg,I-LOC,0.9993693,34,46
24,South,I-LOC,0.99976295,47,52
24,Africa,I-LOC,0.9997967,53,59
25,SE,I-MISC,0.55007285,17,19
25,SE,I-MISC,0.62594837,50,52
25,##ID,I-MISC,0.38187122,56,58
25,M,I-PER,0.4413248,79,80
25,##O,I-LOC,0.45922711,80,81
25,SE,I-MISC,0.7092044,91,93
25,Z,I-LOC,0.33386886,99,100
25,##BL,I-MISC,0.5406961,134,136
25,CO,I-LOC,0.8774578,142,144
25,##NG,I-LOC,0.42033657,144,146
25,##O,I-LOC,0.5820593,146,147
25,M,I-LOC,0.8326298,287,288
25,H,I-LOC,0.6417701,290,291
25,##US,I-LOC,0.61088234,291,293
25,##BA,I-LOC,0.6932034,293,295
25,K,I-PER,0.9494404,318,319
25,##ON,I-LOC,0.48126286,319,321
25,##G,I-PER,0.422068,321,322
25,##OL,I-ORG,0.5793978,322,324
25,NZ,I-LOC,0.8581889,330,332
25,##AN,I-LOC,0.53782,332,334
25,##GA,I-ORG,0.4253808,334,336
25,DE,I-MISC,0.58360684,344,346
25,##BL,I-MISC,0.51993734,359,361
25,CO,I-LOC,0.9066066,367,369
25,##NG,I-LOC,0.4716133,369,371
25,##O,I-LOC,0.49637926,371,372
25,AB,I-LOC,0.83115214,382,384
25,##ID,I-LOC,0.59575814,384,386
25,##J,I-MISC,0.35293245,386,387
25,##AN,I-LOC,0.49486238,387,389
25,M,I-LOC,0.9371785,471,472
25,##OR,I-LOC,0.8688399,472,474
25,##RO,I-LOC,0.75570095,474,476
25,##CO,I-LOC,0.65901124,476,478
25,H,I-LOC,0.40673143,488,489
25,##BA,I-LOC,0.5658032,491,493
26,Ce,I-ORG,0.66653,15,17
26,EC,I-ORG,0.99879116,142,144
26,##O,I-ORG,0.9959156,144,145
26,##BA,I-ORG,0.9921481,145,147
26,##N,I-ORG,0.9421571,147,148
26,##K,I-ORG,0.9880953,148,149
26,Nigeria,I-LOC,0.5732199,150,157
26,US,I-MISC,0.9985661,325,327
26,United,I-LOC,0.9783999,388,394
26,States,I-LOC,0.49495044,395,401
27,Con,I-ORG,0.6398203,181,184
27,##tracts,I-ORG,0.7951592,184,190
27,and,I-ORG,0.81487364,191,194
27,Finance,I-ORG,0.92869043,195,202
27,All,I-ORG,0.8832534,203,206
27,##ations,I-ORG,0.6679098,208,214
27,Federal,I-ORG,0.9947967,222,229
27,Ministry,I-ORG,0.9905093,230,238
27,of,I-ORG,0.9909608,239,241
27,Works,I-ORG,0.9976138,242,247
27,and,I-ORG,0.9894449,248,251
27,Housing,I-ORG,0.9967007,252,259
27,Nigeria,I-LOC,0.998408,263,270
28,DR,I-PER,0.58989453,254,256
28,O,I-PER,0.47700647,264,265
28,##BO,I-ORG,0.89443517,265,267
28,##Z,I-ORG,0.8982897,267,268
28,##U,I-ORG,0.9235878,268,269
28,##WA,I-ORG,0.88277674,269,271
28,DR,I-PER,0.97891515,369,371
28,AD,I-PER,0.7984633,373,375
28,##AM,I-PER,0.4871751,375,377
28,##S,I-PER,0.7946524,377,378
28,O,I-PER,0.97153836,379,380
28,##BO,I-PER,0.64191574,380,382
28,##Z,I-PER,0.49768883,382,383
28,##U,I-ORG,0.6666142,383,384
28,##WA,I-PER,0.573979,384,386
28,Presidential,I-ORG,0.6359739,405,417
28,Task,I-ORG,0.925121,418,422
28,Force,I-ORG,0.96577317,423,428
28,Ni,I-MISC,0.9217988,509,511
28,##g,I-MISC,0.8666399,511,512
29,USD,I-MISC,0.99647695,12,15
29,Federal,I-ORG,0.9908885,132,139
29,Government,I-ORG,0.98096895,140,150
29,of,I-ORG,0.90458995,151,153
29,Nigeria,I-ORG,0.62915885,154,161
29,F,I-ORG,0.91449213,163,164
29,##G,I-ORG,0.8917635,164,165
29,##N,I-ORG,0.7258817,165,166
30,M,I-PER,0.9993166,18,19
30,##bek,I-PER,0.9982243,19,22
30,##i,I-PER,0.9986632,22,23
30,Ng,I-PER,0.9991109,24,26
30,##ume,I-PER,0.9975205,26,29
30,##ni,I-PER,0.9967347,29,31
30,Cape,I-LOC,0.99862945,45,49
30,South,I-LOC,0.9996203,58,63
30,Africa,I-LOC,0.999653,64,70
30,South,I-ORG,0.50746065,113,118
30,Africa,I-ORG,0.92849636,119,125
30,Department,I-ORG,0.9983632,126,136
30,of,I-ORG,0.99802196,137,139
30,Mining,I-ORG,0.99902034,140,146
30,&,I-ORG,0.9986312,147,148
30,Natural,I-ORG,0.9986135,149,156
30,Resources,I-ORG,0.99909925,157,166
30,South,I-ORG,0.99622536,391,396
30,Africa,I-ORG,0.99832064,397,403
30,Expo,I-ORG,0.99865735,404,408
30,##rt,I-ORG,0.99687034,408,410
30,Promotion,I-ORG,0.9988341,411,420
30,Council,I-ORG,0.9986528,421,428
30,SE,I-ORG,0.99193364,429,431
30,##PC,I-ORG,0.992436,431,433
31,MA,I-PER,0.98673916,299,301
31,##H,I-PER,0.8842948,301,302
31,##O,I-PER,0.88189185,302,303
31,##Y,I-PER,0.78198177,303,304
31,##I,I-PER,0.9898773,304,305
31,B,I-PER,0.97722924,306,307
31,##EL,I-ORG,0.51763433,307,309
31,##L,I-ORG,0.66641337,309,310
31,##O,I-PER,0.68551856,310,311
31,Federal,I-LOC,0.7735927,350,357
31,Republic,I-LOC,0.99375606,358,366
31,of,I-LOC,0.9594719,367,369
31,Nigeria,I-LOC,0.99845874,370,377
31,Al,I-PER,0.9987779,379,381
31,##ha,I-PER,0.9718256,381,383
31,##ji,I-PER,0.7021178,383,385
31,At,I-PER,0.99901974,386,388
31,##ik,I-PER,0.97696006,388,390
31,##u,I-PER,0.9961578,390,391
31,SA,I-ORG,0.9903376,419,421
31,##DI,I-ORG,0.96980715,421,423
31,##Q,I-ORG,0.99098724,423,424
31,P,I-ORG,0.9958717,425,426
31,##ET,I-ORG,0.9598856,426,428
31,##RO,I-ORG,0.9619932,428,430
31,##L,I-ORG,0.65497327,430,431
31,##UE,I-ORG,0.76304924,431,433
31,##M,I-ORG,0.9913497,433,434
31,L,I-ORG,0.9442441,435,436
31,##T,I-ORG,0.700313,436,437
31,##D,I-ORG,0.7597201,437,438
32,David,I-PER,0.999542,139,144
32,A,I-PER,0.9987398,145,146
32,##gu,I-PER,0.99784946,146,148
32,Federal,I-ORG,0.5875527,174,181
32,##st,I-ORG,0.4994416,186,188
32,##ries,I-ORG,0.630624,188,192
32,la,I-LOC,0.8501354,196,198
32,##gos,I-LOC,0.6633974,198,201
32,Nigeria,I-LOC,0.9997693,202,209
32,Muller,I-PER,0.9993606,345,351
32,Robert,I-PER,0.99975723,352,358
33,DR,I-ORG,0.569733,254,256
33,ID,I-ORG,0.91287506,258,260
33,##RI,I-ORG,0.68852,260,262
33,##S,I-ORG,0.8173884,262,263
33,B,I-ORG,0.8147767,264,265
33,##EL,I-ORG,0.9226793,265,267
33,##L,I-ORG,0.9033705,267,268
33,##O,I-ORG,0.882998,268,269
33,DR,I-PER,0.9216431,320,322
33,ID,I-PER,0.5257091,323,325
33,##RI,I-PER,0.61707294,325,327
33,##S,I-PER,0.9478282,327,328
33,B,I-PER,0.92652076,329,330
33,##EL,I-ORG,0.72622645,330,332
33,##L,I-ORG,0.8288671,332,333
33,##O,I-PER,0.5148386,333,334
33,Presidential,I-ORG,0.7354255,352,364
33,Task,I-ORG,0.9530629,365,369
33,Force,I-ORG,0.96288294,370,375
33,Niger,I-LOC,0.9986308,456,461
33,Delta,I-LOC,0.995756,462,467
33,Region,I-LOC,0.96023464,468,474
33,Nigeria,I-LOC,0.99981624,478,485
34,DR,I-ORG,0.56412023,254,256
34,ID,I-ORG,0.90866125,258,260
34,##RI,I-ORG,0.68239313,260,262
34,##S,I-ORG,0.80967313,262,263
34,B,I-ORG,0.80795383,264,265
34,##EL,I-ORG,0.9196488,265,267
34,##L,I-ORG,0.90120953,267,268
34,##O,I-ORG,0.8778012,268,269
34,DR,I-PER,0.9239248,320,322
34,ID,I-PER,0.5286384,323,325
34,##RI,I-PER,0.61995995,325,327
34,##S,I-PER,0.9486239,327,328
34,B,I-PER,0.9278532,329,330
34,##EL,I-ORG,0.722139,330,332
