doc_id,text,label,score,start,end
5073,##eric,I-MISC,0.97919035,6,10
5073,##an,I-MISC,0.9954032,10,12
5076,bra,I-PER,0.8011396,24,27
5156,ne,I-LOC,0.53661984,0,2
5156,##bra,I-LOC,0.8798755,2,5
5156,##ska,I-LOC,0.7666814,5,8
5380,##rt,I-MISC,0.803745,42,44
5380,##ian,I-MISC,0.64256835,44,47
5686,##fly,I-MISC,0.5223885,41,44
6258,ups,I-LOC,0.5743045,0,3
6258,##tate,I-LOC,0.84551656,3,7
6259,ups,I-LOC,0.5743045,0,3
6259,##tate,I-LOC,0.84551656,3,7
6272,al,I-LOC,0.7661297,8,10
6272,##ban,I-LOC,0.8093368,10,13
6384,get,I-LOC,0.83917904,0,3
6384,##ty,I-LOC,0.78933877,3,5
6384,##sburg,I-LOC,0.9656849,5,10
6389,##ty,I-LOC,0.43327036,7,9
6389,##sburg,I-LOC,0.7876962,9,14
6491,ma,I-PER,0.45492023,0,2
6558,mac,I-PER,0.51488113,0,3
6558,da,I-PER,0.7774837,4,6
6558,##vis,I-PER,0.46985748,6,9
6588,ne,I-PER,0.40886405,7,9
6593,ne,I-PER,0.6642751,6,8
6625,##ie,I-ORG,0.36461967,13,15
6625,ne,I-ORG,0.700717,16,18
6730,l,I-ORG,0.6523461,0,1
6889,##cor,I-PER,0.24165046,1,4
6895,l,I-ORG,0.6523461,0,1
6897,##ir,I-LOC,0.32167172,1,3
6897,##go,I-ORG,0.4225783,3,5
6964,l,I-ORG,0.6523461,0,1
7028,##sh,I-MISC,0.9494565,13,15
7079,##rench,I-MISC,0.57033026,1,6
7080,##rench,I-MISC,0.99823594,61,66
7085,can,I-MISC,0.7865368,10,13
7085,##adia,I-MISC,0.9008612,13,17
7085,##n,I-MISC,0.9650243,17,18
7092,chin,I-MISC,0.99316627,31,35
7092,##ese,I-MISC,0.9948079,35,38
7099,chin,I-MISC,0.9644764,4,8
7099,##ese,I-MISC,0.991994,8,11
7124,ha,I-LOC,0.84647465,0,2
7124,##wai,I-LOC,0.9818986,2,5
7124,##i,I-LOC,0.8655757,5,6
7138,##riz,I-ORG,0.5268861,1,4
7154,ho,I-LOC,0.79387546,7,9
7154,##lland,I-LOC,0.9717164,9,14
7179,##oh,I-LOC,0.36664715,2,4
7183,l,I-ORG,0.6523461,0,1
7188,am,I-MISC,0.67306554,57,59
7188,##eric,I-MISC,0.92218775,59,63
7195,am,I-LOC,0.7278104,4,6
7195,##eric,I-LOC,0.47601438,6,10
7195,##an,I-MISC,0.868498,10,12
7197,j,I-ORG,0.7574605,0,1
7197,##ones,I-ORG,0.760719,1,5
7197,##boro,I-ORG,0.61099726,5,9
7203,j,I-MISC,0.87271297,4,5
7203,##apa,I-MISC,0.79700196,5,8
7203,##nese,I-MISC,0.95194954,8,12
7203,##ur,I-MISC,0.75964105,17,19
7203,##kis,I-MISC,0.6124004,19,22
7214,ha,I-LOC,0.76651084,8,10
7214,##wai,I-LOC,0.9938998,10,13
7214,##i,I-LOC,0.993338,13,14
7223,wa,I-LOC,0.44632402,0,2
7223,##lder,I-LOC,0.34553045,2,6
7226,ok,I-LOC,0.93846256,0,2
7226,##lah,I-LOC,0.87074524,2,5
7226,##oma,I-LOC,0.92060035,5,8
7234,##oh,I-LOC,0.54527533,2,4
7238,f,I-ORG,0.58899033,0,1
7249,al,I-LOC,0.62930286,0,2
7249,##oh,I-LOC,0.7143841,2,4
7249,##aa,I-LOC,0.64772195,4,6
7290,l,I-ORG,0.6523461,0,1
7295,##ilt,I-LOC,0.49917904,26,29
7295,##shire,I-LOC,0.4145068,29,34
7297,l,I-ORG,0.6523461,0,1
7302,ha,I-LOC,0.9868046,0,2
7302,##wai,I-LOC,0.99227726,2,5
7302,##i,I-LOC,0.98094153,5,6
7310,it,I-MISC,0.67665136,20,22
7310,##alia,I-MISC,0.9715191,22,26
7321,am,I-MISC,0.9143999,20,22
7321,##eric,I-MISC,0.96574515,22,26
7321,##an,I-MISC,0.9935807,26,28
7354,##z,I-ORG,0.5770704,3,4
7354,a,I-ORG,0.5408658,5,6
7354,##riz,I-ORG,0.833455,6,9
7358,##an,I-ORG,0.50737864,3,5
7408,ok,I-LOC,0.93846256,0,2
7408,##lah,I-LOC,0.87074524,2,5
7408,##oma,I-LOC,0.92060035,5,8
7415,ha,I-LOC,0.93181825,27,29
7415,##wai,I-LOC,0.9743636,29,32
7424,ha,I-LOC,0.8761642,12,14
7424,##wai,I-LOC,0.930507,14,17
7424,##i,I-LOC,0.8611132,17,18
7524,##oh,I-LOC,0.54527533,2,4
7526,##ia,I-LOC,0.42989394,1,3
7582,q,I-ORG,0.49843368,0,1
7582,##wer,I-ORG,0.57601,1,4
7582,##ui,I-ORG,0.7335212,6,8
7619,##com,I-ORG,0.4628648,27,30
7621,##com,I-ORG,0.4628648,27,30
7657,##ock,I-ORG,0.50950724,13,16
7678,##g,I-LOC,0.62365264,27,28
7793,l,I-ORG,0.6523461,0,1
7816,##lis,I-ORG,0.3387352,2,5
7984,my,I-ORG,0.35986048,12,14
7984,##space,I-ORG,0.4718033,14,19
7988,my,I-ORG,0.7163692,0,2
7988,##space,I-ORG,0.8397846,2,7
8030,l,I-ORG,0.6523461,0,1
8092,##nie,I-PER,0.5000385,2,5
8093,##rl,I-ORG,0.4532807,2,4
8137,l,I-ORG,0.6523461,0,1
8187,l,I-ORG,0.6523461,0,1
8390,##ban,I-MISC,0.5353411,15,18
8792,l,I-ORG,0.6523461,0,1
8812,##tano,I-LOC,0.42735374,4,8
8866,ta,I-ORG,0.8461042,0,2
8866,##tata,I-ORG,0.8237907,2,6
8866,##t,I-ORG,0.89337844,6,7
8866,##nan,I-ORG,0.8963453,7,10
8866,##aan,I-ORG,0.8631812,10,13
8866,##tata,I-ORG,0.6428584,13,17
8866,##t,I-ORG,0.60570014,17,18
8997,l,I-ORG,0.6523461,0,1
9051,##cus,I-PER,0.54674435,1,4
9056,l,I-ORG,0.6523461,0,1
9197,c,I-ORG,0.4750377,12,13
9257,l,I-ORG,0.6523461,0,1
9291,##ford,I-LOC,0.56110567,4,8
9301,##dian,I-MISC,0.8942235,23,27
9465,l,I-ORG,0.6523461,0,1
9514,l,I-ORG,0.6523461,0,1
9530,##n,I-LOC,0.51644605,52,53
9594,l,I-ORG,0.6523461,0,1
9687,##sh,I-LOC,0.83317226,17,19
9687,##ville,I-LOC,0.7055172,19,24
9751,l,I-ORG,0.6523461,0,1
9768,i,I-ORG,0.86873335,0,1
9768,##ama,I-ORG,0.7780003,1,4
9768,##hot,I-ORG,0.7759854,4,7
9768,##ni,I-ORG,0.8021853,7,9
9785,i,I-ORG,0.7876784,0,1
9785,##ama,I-ORG,0.67392623,1,4
9785,##ni,I-ORG,0.6719976,7,9
9785,##ni,I-ORG,0.43969715,17,19
9795,l,I-ORG,0.6523461,0,1
9862,lo,I-ORG,0.7086527,0,2
9862,##lo,I-ORG,0.6396931,2,4
9862,##lo,I-ORG,0.7155601,4,6
9862,##ll,I-ORG,0.6592755,6,8
9862,##l,I-ORG,0.63306904,8,9
9879,l,I-ORG,0.6523461,0,1
9926,id,I-ORG,0.7031728,0,2
9978,l,I-ORG,0.6523461,0,1
10080,l,I-ORG,0.6523461,0,1
10093,l,I-ORG,0.6523461,0,1
10108,##xi,I-MISC,0.9511414,6,8
10108,##can,I-MISC,0.937989,8,11
10258,##ssie,I-MISC,0.86943674,45,49
